Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
XE,2614,CMH,EWR,,360,97,0
MQ,3268,ACT,DFW,6,410,45,1
MQ,3957,MEM,ORD,7,730,110,0
XE,3009,EWR,,5,899,147,0
MQ,4479,DTW,LGA,1,680,99,0
9E,3885,FNT,DTW,3,807,47,0
OO,4773,PSC,SLC,5,990,93,0
US,1040,CLT,STT,3,705,212,0
WN,1160,DAL,MAF,6,580,70,0
DL,2670,ATL,FNT,7,540,125,0
UA,405,LGA,DEN,3,603,280,1
US,1904,CLT,PIT,4,480,85,0
WN,915,STL,MCI,5,1185,-9999999,1
DL,1036,SLC,ATL,4,916,219,0
,1629,JFK,,5,970,367,1
WN,1297,BUR,PHX,3,480,80,0
WN,1669,LBB,ABQ,,450,65,0
,411,DEN,AUS,4,1195,125,1
DL,182,SEA,JFK,5,800,325,0
FL,820,BOS,BWI,4,614,80,1
AS,663,DFW,SEA,2,1135,270,0
MQ,4296,BWI,,4,855,80,0
DL,1276,MSP,ATL,5,320,158,0
WN,329,,SJC,3,1295,80,1
AA,1954,LAX,SFO,3,890,80,0
DL,2056,OAK,,2,785,100,1
9E,3787,ATL,ORD,2,500,149,1
US,149,,PHX,5,315,166,0
,,SAN,DTW,7,790,265,0
WN,2879,SFO,LAX,3,570,80,0
WN,2274,BWI,BDL,6,505,70,
AA,578,SJC,DFW,6,515,210,0
DL,2643,EWR,ATL,3,937,155,1
US,1814,TPA,CLT,5,620,101,0
WN,2708,LAS,TUS,6,1170,75,0
MQ,3274,TYS,DFW,2,1115,155,0
AA,1948,DFW,PHL,6,615,185,1
AA,,MIA,LGA,7,1055,180,0
AS,65,SEA,KTN,5,420,133,0
B6,281,LAS,LGB,1,723,67,0
DL,110,ATL,LAX,7,450,302,1
WN,1489,MSY,DAL,3,1100,-9999999,0
FL,102,ATL,,4,986,147,1
FL,486,MCO,BWI,4,455,128,0
WN,2982,DTW,BWI,5,-9999999,85,1
WN,1727,ISP,,3,650,185,1
US,1769,CLT,RSW,2,1331,-9999999,1
AS,,SJC,,,945,123,1
9E,3675,DTW,ALB,4,840,99,0
XE,2764,EWR,STL,,1015,166,0
DL,1143,,STL,,450,100,0
AS,366,SEA,SMF,2,405,107,0
,,LAX,ASE,4,-9999999,119,1
FL,,IND,TPA,6,667,137,0
US,1735,,MCO,5,990,103,1
AA,721,LGA,DFW,6,555,260,0
DL,2058,MCO,JFK,6,1115,157,1
AA,1347,DFW,SJC,4,590,225,1
DL,2910,DFW,ATL,1,1170,127,0
MQ,3959,,ORD,4,635,110,0
XE,2786,CLE,MIA,2,515,177,1
MQ,2865,DFW,MHK,5,-9999999,85,1
US,310,LAS,CLT,5,575,248,0
DL,2043,EWR,ATL,1,435,160,0
AS,152,OTZ,ANC,4,895,85,1
EV,5386,BTR,ATL,6,620,89,0
EV,5397,FAY,ATL,4,1070,-9999999,0
US,1462,CLT,RIC,,971,62,0
OO,6560,DEN,GEG,,914,146,1
OO,4492,BOI,SLC,6,1055,68,0
DL,2803,DTW,FLL,4,720,184,1
9E,3679,DTW,IND,7,1160,82,0
AA,1575,DFW,SFO,5,1285,235,1
WN,1013,PHX,AUS,1,640,125,1
XE,5987,ORD,AVP,4,850,105,0
EV,5076,OKC,ATL,6,648,125,0
WN,1705,,SJC,6,1045,70,0
WN,1136,LAX,SFO,4,455,80,0
OO,6903,SDF,ORD,6,931,-9999999,1
US,,MSP,,1,1235,207,0
EV,5427,ATL,GNV,5,-9999999,77,0
WN,421,DAL,AUS,4,445,-9999999,1
FL,610,MKE,SFO,4,-9999999,290,0
US,1401,CLT,FLL,7,975,120,1
,6329,ACV,SFO,2,523,82,1
EV,5314,DTW,DFW,2,725,191,0
DL,1459,,DEN,4,560,197,0
UA,863,JFK,SFO,2,1049,407,0
WN,1116,LAS,RNO,3,1020,75,1
B6,32,JFK,ROC,7,805,77,0
US,1439,LGA,CLT,2,885,126,1
WN,341,LAS,SAN,6,885,65,1
AA,937,BOS,MIA,3,420,215,0
CO,786,IAH,MCO,3,815,130,1
AA,21,JFK,LAX,3,1150,-9999999,1
US,220,SAN,PHX,7,385,84,0
AA,1311,ATL,DFW,1,795,145,0
DL,2694,ATL,PHL,2,750,125,1
AA,2442,DFW,MSP,3,1065,145,1
OH,6445,DTW,ATW,4,920,-9999999,0
AA,2401,DFW,LAX,3,390,205,0
WN,729,RNO,OAK,7,545,55,1
XE,2515,IAH,HRL,6,1280,65,0
WN,2920,LAX,LAS,,665,65,1
US,1042,TPA,PHL,5,855,-9999999,0
AA,355,,ONT,5,1010,195,0
EV,5234,DTW,,6,1035,135,1
B6,452,FLL,,4,740,182,1
WN,842,,MSP,4,780,120,0
FL,636,DAY,BWI,4,1080,84,1
EV,5261,BNA,MEM,5,450,70,1
OO,6583,DEN,COS,6,489,31,
US,1724,JAX,DCA,3,1120,104,1
AA,836,DFW,DCA,4,510,160,0
EV,7091,IAD,JFK,7,501,74,0
OO,6235,FAR,DEN,1,723,118,0
,6380,SFO,BOI,1,651,92,1
OO,,SLC,HLN,4,670,85,0
B6,1439,,LGB,2,1079,80,0
XE,2561,PNS,IAH,4,728,100,
WN,586,PHX,MDW,1,730,205,
AA,803,DFW,,5,540,155,1
XE,2824,IAH,BHM,1,775,93,1
EV,5562,MKE,ATL,,733,121,1
WN,1877,MCI,STL,7,875,55,1
B6,128,JFK,BTV,4,1360,73,1
WN,1525,BUR,OAK,2,850,70,1
UA,592,ATL,ORD,7,-9999999,130,0
DL,2347,LGA,ATL,4,900,163,0
WN,257,JAX,,3,930,150,1
CO,811,EWR,IAH,3,990,235,1
,2757,TUS,PHX,7,960,49,0
MQ,3386,CID,DFW,4,975,130,0
,3028,ORF,EWR,7,1005,-9999999,1
WN,961,OMA,PHX,3,435,180,
DL,2547,LGA,ATL,1,1020,164,1
,1022,BOS,BWI,2,745,90,0
US,1033,BDL,CLT,4,1025,132,1
MQ,3972,MQT,TVC,1,460,45,0
WN,,PVD,TPA,1,1055,200,1
CO,162,ONT,IAH,5,405,186,1
MQ,4697,DTW,LGA,2,360,100,1
US,1785,CLT,MSY,7,675,123,0
DL,1759,PHF,ATL,3,973,115,0
AA,1916,DFW,BDL,7,495,190,1
AA,2364,DFW,ORD,,1040,145,0
UA,901,,SAN,4,1089,97,0
DL,1211,DTW,MSP,6,445,125,0
OO,4553,AUS,SLC,3,435,180,0
OH,6567,CLE,DTW,4,-9999999,58,0
B6,450,FLL,BOS,5,440,179,0
US,1972,RSW,CLT,3,725,-9999999,0
WN,895,,DEN,3,-9999999,185,1
YV,2931,PHX,SLC,7,510,100,0
,166,,BOS,4,1345,330,0
DL,1855,ATL,LAX,4,810,304,0
DL,1400,ATL,BOS,6,906,153,1
MQ,3126,SJC,LAX,3,1025,75,1
XE,2867,OKC,IAH,7,1125,82,1
AS,188,FAI,ANC,6,945,60,
EV,5374,ATL,ECP,6,510,78,0
OO,6274,ORD,HPN,4,961,125,1
DL,2213,RSW,ATL,5,1050,116,
OO,,DEN,TUS,5,864,118,1
DL,2323,DTW,PHX,,720,265,1
XE,2660,XNA,IAH,,385,102,0
B6,127,ROC,JFK,1,435,78,0
DL,1303,DTW,FLL,3,450,193,1
9E,4300,PNS,MEM,7,685,91,1
WN,1115,BWI,MDW,5,465,130,0
EV,5072,BMI,ATL,7,966,104,1
DL,2746,IND,MSP,2,942,108,1
B6,395,LGA,MCO,1,885,174,1
MQ,4524,BNA,DCA,7,825,95,0
MQ,3629,MIA,BNA,1,420,145,1
WN,283,STL,DEN,1,1130,150,1
WN,982,PVD,PHL,3,1205,85,1
YV,2634,CLT,ORF,,453,-9999999,
XE,,IAH,IND,2,835,130,1
UA,409,LGA,DEN,3,1065,272,1
DL,124,LAX,ATL,5,540,253,
WN,2032,SFO,SNA,2,770,85,0
US,,PHX,DFW,3,1360,134,0
B6,1422,LGB,PDX,1,680,143,
CO,274,SEA,CLE,1,1400,257,0
AS,730,ANC,SEA,5,365,205,0
WN,513,ORF,,3,590,140,1
US,1968,FLL,CLT,6,785,118,0
OO,4666,FAT,SLC,5,985,101,1
9E,3990,MEM,SGF,4,560,74,0
AA,1468,DFW,MEM,3,-9999999,85,0
AA,1650,TUS,DFW,4,625,130,0
MQ,,DFW,CLE,3,-9999999,150,0
WN,,DAL,STL,1,465,100,1
MQ,2703,DFW,MOB,5,565,90,1
AA,,LAX,LAS,4,520,70,0
XE,2231,JAN,IAH,4,360,82,0
US,504,ORD,PHX,5,1020,233,0
EV,4975,CVG,ATL,5,575,103,1
AS,560,PDX,LAX,1,400,137,
MQ,4336,ORD,EVV,1,535,65,0
UA,524,ORD,BOS,4,360,136,1
UA,558,DEN,TPA,7,762,204,0
WN,2990,SJC,SNA,1,390,75,0
AA,348,ORD,LGA,2,1135,125,1
,326,IAH,BWI,5,780,174,1
DL,1489,DTW,,2,-9999999,128,
US,,BWI,PHX,5,1020,311,1
WN,567,PHL,TPA,1,990,175,
US,982,CLT,MSP,5,880,170,0
DL,1447,LGA,ATL,2,360,167,0
OO,6428,LAX,SBA,1,821,42,0
AA,284,HNL,LAX,1,960,310,0
OH,6375,ATL,,6,1040,73,0
9E,3694,DTW,MDW,4,935,71,1
US,,CLT,FLL,6,1215,121,1
WN,971,PBI,PHL,3,590,165,1
YV,2857,PHX,,2,980,60,0
CO,223,ANC,SEA,7,40,200,0
OO,4643,IAH,SLC,5,400,210,0
DL,1450,LAS,,3,60,181,1
DL,2432,DTW,,3,1180,178,1
CO,1431,BOS,CLE,,1070,126,1
WN,313,MDW,SAN,4,1155,275,1
OO,6741,LIT,DEN,2,508,156,0
MQ,4422,RDU,LGA,4,-9999999,95,0
WN,1050,BWI,,4,935,60,1
WN,1656,SJC,LAX,4,780,70,0
AA,511,,COS,7,690,-9999999,1
XE,,CLE,ROC,1,965,62,1
MQ,3972,,ORD,7,530,85,0
AA,1851,DCA,MIA,3,365,160,0
DL,1214,PDX,SLC,1,1000,104,1
AA,1218,DFW,BHM,1,905,95,1
B6,676,LAX,JFK,5,1260,311,1
OH,6435,DCA,CVG,5,650,101,1
XE,2122,IAH,MSP,6,957,163,
9E,3932,CVG,SBN,3,560,56,0
,4644,MSP,,5,560,75,1
WN,1127,,DAL,2,390,55,0
WN,307,LAX,PHX,,1080,80,0
OO,6584,ATL,,5,1181,129,1
DL,1014,MSP,LAS,3,1055,210,0
US,639,PHX,ONT,4,1259,71,1
MQ,3269,GRK,DFW,3,940,45,0
XE,2710,CLE,DCA,7,1150,77,
B6,1009,BOS,JFK,7,885,80,1
YV,2791,LAS,FAT,3,1165,66,1
9E,3892,GRB,DTW,3,-9999999,87,0
DL,2677,ORD,ATL,2,840,122,0
DL,2460,ATL,ROC,1,772,128,0
DL,2959,MSP,STL,3,1170,96,0
MQ,3928,SYR,,4,430,145,0
XE,2811,IAH,MOB,7,775,76,0
WN,1843,ONT,SMF,7,780,80,1
UA,25,JFK,LAX,3,1091,383,1
FL,847,ATL,MCO,7,1345,82,1
DL,1628,MEM,ATL,5,1110,85,1
MQ,2960,DFW,SHV,4,845,55,0
WN,3,DAL,HOU,3,450,60,0
UA,925,IAD,LAX,1,1315,351,0
EV,7091,IAD,JFK,1,501,74,0
WN,147,AUS,SJC,3,475,235,1
EV,5431,MSN,ATL,5,410,137,0
WN,2397,MCO,MDW,1,425,175,0
DL,1610,DEN,DTW,1,485,169,0
US,1032,ATL,CLT,4,1076,86,0
DL,1750,LAS,MSP,7,683,197,1
FL,896,IND,LGA,1,962,117,1
AA,884,STL,DCA,1,450,115,0
,3674,CLT,MIA,,1155,130,0
,1287,ATL,PDX,3,1000,324,1
HA,146,HNL,OGG,6,520,37,0
DL,2119,LGA,MSP,4,485,192,1
DL,,ATL,DEN,7,960,209,0
AA,504,DFW,MSY,4,1115,80,1
B6,667,BUF,MCO,3,553,167,
MQ,4095,ORD,PIT,7,610,85,1
WN,889,BOS,BWI,2,1175,90,1
XE,2865,MKE,IAH,4,325,176,1
WN,2376,,BOS,3,425,80,0
CO,194,OGG,,5,1330,335,
B6,,MCO,JFK,4,-9999999,141,1
MQ,2960,,SHV,1,-9999999,55,
DL,2588,ATL,SMF,7,510,327,0
OH,6548,PIT,JFK,4,1025,95,0
WN,825,,SMF,5,1105,90,1
FL,1245,MCO,FNT,4,1277,158,1
WN,973,BWI,LGA,7,1060,75,1
UA,261,SFO,LAX,4,389,89,0
XE,2904,GRR,CLE,4,360,58,0
WN,675,ELP,DAL,4,1115,90,1
WN,,BWI,IND,3,755,110,1
,1765,,SFO,3,615,-9999999,1
XE,2033,ORD,CLE,1,1205,69,1
,4289,,ORD,5,-9999999,110,
9E,3814,MSP,CLE,4,800,117,1
WN,345,BNA,PHL,7,630,120,
YV,2945,IAD,CLT,1,505,98,
XE,2406,DAL,IAH,6,959,-9999999,1
,1295,ATL,MLB,4,890,93,0
DL,1998,ATL,MSP,7,810,162,0
US,621,PHX,OAK,5,650,123,1
EV,5226,MEM,ECP,4,570,87,1
F9,844,SEA,DEN,5,-9999999,151,0
WN,3484,SMF,SAN,1,1270,80,1
US,1268,PHL,SJU,4,465,226,0
US,349,ONT,PHX,3,600,72,0
,1117,MDW,PHL,1,765,120,1
AA,824,FLL,,,-9999999,170,1
DL,9,ATL,TPA,2,1230,91,1
XE,3033,IAH,AMA,5,865,104,1
OO,6920,DFW,,4,1265,134,1
FL,345,PHL,ATL,7,832,138,1
CO,51,EWR,CLE,7,955,103,0
XE,2642,IAH,,3,545,81,0
WN,825,MAF,LAS,3,-9999999,145,1
EV,5235,ATL,IAH,6,450,145,1
CO,410,IAH,,4,1250,194,1
UA,348,DEN,OMA,2,610,91,0
AA,1495,DFW,SMF,2,590,225,1
CO,761,SAT,EWR,3,858,222,1
,2259,BDL,MSP,3,495,190,0
WN,2264,FLL,STL,4,870,180,1
UA,245,DEN,SJC,7,-9999999,166,0
FL,139,BWI,JAX,4,1211,115,0
US,1989,RDU,CLT,1,435,65,0
DL,1490,MSP,DTW,3,400,110,0
OO,,EUG,PDX,6,731,41,1
OO,6252,,SFO,4,686,59,1
MQ,3363,DFW,LRD,5,1245,85,0
MQ,4220,ORD,BNA,,635,85,1
OO,4869,MEM,,2,395,-9999999,0
CO,732,IAH,LGA,4,-9999999,195,1
OH,6567,DTW,XNA,7,945,147,1
,1642,STL,DCA,7,740,110,0
OO,4561,SLC,,7,905,114,
DL,1927,ATL,FLL,3,810,110,1
US,2034,DCA,,3,-9999999,83,0
DL,165,JFK,LAX,2,900,394,0
DL,1492,PHX,MSP,7,475,184,0
CO,1597,IAH,ONT,6,1270,207,0
WN,2038,BWI,HOU,1,1060,220,1
OH,6640,DCA,BOS,7,1135,98,
WN,1856,MCI,MCO,,630,165,1
EV,5008,CVG,EWR,2,450,118,1
OO,,,ORD,1,414,-9999999,1
WN,683,MCO,FLL,5,680,60,1
AA,728,LAS,DFW,3,425,160,0
WN,3834,MHT,TPA,4,1040,215,1
OH,6293,JFK,ORF,6,495,102,0
UA,422,,,5,618,222,1
AA,1402,DFW,CLT,2,1190,-9999999,0
WN,3355,STL,LAX,7,-9999999,250,1
9E,3888,MEM,BNA,4,855,65,0
OO,6266,EUG,DEN,7,360,155,0
DL,2964,,,2,615,117,0
US,1181,CLT,IAH,5,890,170,1
XE,5947,ORD,DAY,4,623,60,0
XE,3032,IAH,CLT,,455,140,1
US,1786,CLT,MHT,1,1095,130,1
WN,683,,BWI,7,1160,70,0
AS,153,ANC,OTZ,1,1035,94,
US,1770,CLT,,5,860,120,0
WN,3401,SAT,BNA,2,880,125,1
DL,1193,CLT,DTW,5,1154,-9999999,0
,,DTW,ELM,7,1079,78,1
OO,,,SLC,5,700,110,
B6,437,BOS,MCO,3,1180,190,1
OO,4701,SLC,LAX,3,585,119,1
US,1199,,CLT,7,1035,91,0
WN,2539,BNA,PHL,4,635,115,1
UA,32,DEN,,4,827,223,1
AS,98,ANC,SEA,2,1025,202,0
US,1930,RSW,PHL,4,850,158,0
WN,1525,OAK,SEA,3,950,125,1
,1303,DTW,FLL,4,450,192,0
OO,6722,PSC,DEN,5,365,139,0
OO,6821,RDD,SFO,6,605,69,0
AA,1534,DFW,DTW,1,745,-9999999,1
DL,1097,IND,ATL,5,1027,102,0
EV,5417,MEM,VPS,4,1170,85,0
WN,806,OAK,PDX,1,395,105,0
,1768,CLT,DCA,1,990,79,0
OH,6670,PVD,DTW,5,520,142,0
FL,501,MKE,LGA,,470,136,0
F9,510,SAN,DEN,6,390,143,1
OO,6406,SFO,EUG,5,626,91,1
HA,115,OGG,HNL,2,458,34,0
UA,478,SFO,PDX,5,636,116,0
EV,7320,SHV,MEM,1,390,66,0
9E,4077,DTW,BGM,3,1310,86,0
WN,2816,BUR,OAK,6,1140,70,1
WN,1715,BOI,SEA,3,590,-9999999,0
9E,4171,ELM,DTW,2,705,89,1
OH,6598,LGA,MCI,3,919,219,1
OO,6810,PDX,SEA,,1305,49,1
AA,1132,SMF,DFW,7,500,200,0
OH,6288,CMH,MSP,4,-9999999,137,0
XE,2778,IAH,LIT,6,890,78,0
UA,204,SEA,SFO,1,946,-9999999,0
AA,475,EWR,ORD,3,445,175,1
,2152,JAX,ATL,7,1075,89,1
WN,3602,STL,MDW,6,505,60,0
DL,1907,ATL,MSY,5,1312,101,
DL,2812,ATL,ORD,5,635,129,0
,6981,DEN,TUS,5,678,120,1
OO,6665,DEN,EUG,5,1125,178,0
DL,1605,DTW,MCO,5,500,175,0
AA,1578,DFW,STL,5,865,95,0
FL,751,BWI,HSV,2,1210,116,0
DL,1121,,DTW,3,670,-9999999,1
MQ,2899,VPS,DFW,5,1070,135,1
UA,,IAD,SEA,1,1030,358,0
WN,2118,PIT,MCO,4,360,145,1
MQ,3045,DEN,LAX,6,950,150,1
AS,457,LAX,SEA,2,1050,165,0
B6,458,FLL,BOS,6,1165,177,0
WN,1425,CLE,BNA,5,1030,100,0
B6,376,FLL,LGA,4,-9999999,168,1
WN,1655,MDW,LGA,3,570,130,1
MQ,3750,MSP,ORD,2,1175,90,1
OO,6507,,,6,1110,76,
AA,7,DFW,OGG,1,690,510,1
WN,178,GEG,PDX,4,690,70,1
WN,2712,LAS,SFO,5,390,95,1
B6,477,BOS,LAX,7,520,391,0
B6,285,LAS,LGB,7,1088,65,1
WN,1081,PHL,PIT,2,1015,75,1
EV,5351,BWI,MEM,3,1028,-9999999,1
AS,691,GEG,SEA,4,825,62,0
OO,6518,ORD,ICT,6,496,114,1
XE,2730,DCA,EWR,4,1020,74,1
EV,5096,AGS,ATL,7,1075,68,1
EV,4967,BMI,ATL,5,1121,108,0
DL,1434,ATL,JAN,4,1365,79,1
OO,4621,SLC,RNO,1,921,88,1
MQ,3851,ORD,ATL,6,635,120,1
OO,6474,SEA,,2,735,149,1
DL,49,CVG,,2,985,99,1
AS,61,YAK,CDV,6,721,52,0
,2421,DFW,LAX,4,695,195,0
OO,6386,SFO,BOI,5,985,92,1
OO,4511,DEN,SLC,7,880,90,1
DL,1295,ATL,MLB,3,890,93,0
,6264,SFO,,1,765,62,1
DL,2694,ATL,PHL,2,743,129,1
EV,7105,CAE,IAD,6,360,83,0
EV,7076,ROC,IAD,5,370,80,1
WN,335,SNA,SMF,7,1280,85,
XE,2095,PIT,IAH,5,362,206,0
WN,2106,FLL,MCO,3,365,55,
EV,5404,ATL,AVL,4,825,-9999999,1
MQ,4657,ATL,,4,780,125,1
OO,7025,ORD,MBS,5,372,60,0
MQ,4209,CLE,ORD,4,990,-9999999,
FL,994,BOS,,1,1056,159,1
,,BOI,SLC,,645,60,1
9E,4133,BHM,,,685,74,0
,1095,CMH,BWI,4,1085,70,1
UA,395,IAD,ORD,5,-9999999,-9999999,1
AA,1425,STL,ORD,2,365,75,1
UA,395,SEA,SFO,2,450,136,0
YV,2655,CLT,MYR,6,1345,60,1
DL,2500,DAB,ATL,2,707,88,1
AA,2387,MIA,EGE,4,560,280,0
WN,1375,MKE,BWI,5,815,115,1
WN,47,DAL,HOU,4,1080,65,
AA,2431,LAX,LAS,6,870,70,1
XE,2827,MAF,IAH,4,320,86,0
WN,674,,,1,620,100,0
WN,1814,LAX,MSY,1,605,215,1
WN,772,MDW,DEN,3,570,170,1
,2862,LAX,JFK,3,1410,315,0
OH,6590,IAD,CVG,3,411,114,0
EV,7107,LGA,IAD,3,1167,-9999999,1
US,940,PHX,MSP,7,1190,184,0
MQ,4583,CLT,LGA,5,665,114,1
XE,2705,IAH,GPT,7,985,73,0
WN,3328,SJC,PDX,4,960,-9999999,1
MQ,3097,SBA,LAX,5,700,45,0
YV,2767,CLT,SAT,2,964,190,1
WN,349,PHX,,4,420,65,1
US,231,BOI,PHX,3,420,126,0
OO,4713,RAP,SLC,3,370,104,0
9E,4296,DTW,BGM,4,1310,85,0
AA,1144,PHX,ORD,3,680,205,
WN,3744,MDW,LAS,1,585,245,1
MQ,4141,ORD,MCI,1,1045,100,0
OO,6299,ATW,ORD,5,360,-9999999,0
YV,2619,ILM,CLT,4,963,68,0
FL,678,MCO,MKE,6,1255,173,1
OO,6747,SMF,SFO,6,667,-9999999,1
XE,2435,IAH,JAX,1,440,118,0
WN,406,PHX,PHL,2,685,270,1
,4774,ABQ,SLC,2,515,108,0
US,1719,,MCO,5,1210,98,0
9E,3921,CMH,DTW,2,1170,71,0
WN,2610,SJC,SAN,7,920,75,1
EV,5116,JAN,ATL,4,623,91,1
WN,31,HOU,HRL,7,930,60,1
WN,294,OMA,MDW,7,695,80,0
AS,2,SEA,DCA,,855,284,0
EV,5077,GNV,ATL,2,613,80,0
WN,1025,ONT,PHX,3,605,65,1
,,MSP,MCO,5,910,188,1
HA,39,PDX,,3,-9999999,355,0
AS,,ATL,SEA,7,1090,-9999999,0
AA,1440,TUS,DFW,1,1065,130,0
UA,200,ORD,BOS,7,-9999999,138,0
B6,687,BOS,,7,925,-9999999,0
WN,2169,,SAN,,1145,85,1
XE,2212,IAH,BTR,3,1055,61,1
DL,2786,ATL,LGA,2,1180,140,1
B6,1303,JFK,IAD,5,615,73,
AA,856,STT,BOS,4,945,255,1
CO,1456,AUS,IAH,1,1027,61,1
US,29,ATL,PHX,5,690,261,0
,1085,JFK,CLT,1,990,131,0
XE,2167,IAH,TUS,7,540,158,1
DL,2611,ATL,DFW,5,505,160,0
DL,2088,MSP,PHL,,1140,153,1
AA,369,DFW,ABQ,6,765,110,0
WN,705,DEN,OMA,2,865,80,1
DL,1026,DTW,ATL,3,732,125,1
DL,2168,LAX,MSP,1,725,225,1
UA,753,SFO,DEN,,770,156,1
MQ,4229,PIT,ORD,1,915,100,0
OO,6375,CMX,ORD,4,888,82,0
UA,301,DEN,LAS,5,705,122,0
F9,533,DEN,MDW,2,510,138,0
OO,4578,SJC,SLC,5,984,110,1
XE,3119,IAH,,5,599,76,0
XE,2443,,CLE,4,-9999999,82,0
DL,,MSY,MEM,3,997,82,1
DL,1403,MSP,FLL,7,620,213,0
UA,17,ORD,,7,597,277,1
DL,1110,IND,DTW,6,479,81,0
B6,,IAD,JFK,6,451,73,0
AA,1551,LGA,BNA,7,1135,155,0
DL,1733,JFK,SLC,2,1145,332,0
B6,1304,,JFK,2,451,73,
OH,6479,ORF,JFK,7,380,82,0
MQ,4338,DTW,ORD,7,1110,90,0
WN,868,MDW,DEN,5,1315,165,1
,4069,BMI,ORD,1,390,50,0
OO,6582,,PSP,1,833,83,1
WN,339,LAS,TUL,1,-9999999,155,1
OO,6575,SFO,MFR,,516,79,0
WN,3412,MDW,RDU,5,430,115,0
YV,2831,PHX,TUS,2,1260,46,0
DL,2056,OAK,SLC,5,785,100,1
WN,1641,LBB,ABQ,6,-9999999,65,1
OH,6423,DAY,DTW,4,325,85,0
AS,755,,SEA,5,1080,268,0
MQ,4447,JFK,DCA,2,1240,80,0
DL,1192,SMF,SLC,4,385,103,0
OO,4514,OKC,SLC,3,1055,145,1
XE,2370,MSP,CLE,6,-9999999,105,0
DL,,BOS,LGA,3,990,73,0
AS,502,SEA,SNA,2,390,159,0
OO,4845,OMA,SLC,3,-9999999,155,0
DL,1438,ATL,DCA,6,1295,101,0
OO,6727,MTJ,DEN,2,384,63,0
WN,1809,SAN,BNA,6,735,225,1
AA,551,,DFW,2,680,130,0
9E,3752,HOU,ATL,7,571,129,1
WN,852,ABQ,TUS,3,640,70,1
OO,6749,RAP,DEN,3,362,76,0
DL,2039,DCA,ATL,3,900,115,1
B6,489,BOS,LGB,5,1075,390,1
MQ,2832,PNS,DFW,,945,125,0
MQ,3708,ORD,ELP,6,1200,195,0
WN,1796,SAN,OAK,6,1070,90,1
XE,5891,ATW,ORD,3,1100,60,0
,1371,IAD,DFW,1,615,215,0
DL,2125,BWI,ATL,1,750,119,0
WN,789,BUF,BWI,5,705,70,1
OO,6758,DEN,AUS,7,949,122,0
9E,3944,MSP,MBS,,1160,88,1
EV,5298,,ATL,6,-9999999,84,0
DL,,LAS,MSP,7,420,-9999999,1
OO,4658,BTM,,6,785,77,0
9E,3786,MEM,FSM,2,-9999999,71,0
B6,1206,RSW,,,650,160,1
AA,389,DFW,ABQ,7,1055,110,1
AS,237,SAN,PDX,1,1115,165,0
OO,6697,JAC,DEN,2,-9999999,73,0
AA,246,KOA,LAX,4,1365,310,0
CO,529,DEN,EWR,3,1110,215,0
WN,942,PDX,PHX,1,725,150,1
WN,3503,MDW,DEN,2,900,165,1
XE,5894,ORD,,5,-9999999,89,0
AA,849,MIA,SFO,7,485,380,0
XE,2481,IAH,CRP,3,1130,59,0
OH,6291,BOS,RDU,1,940,147,1
UA,587,SFO,SNA,1,1087,93,0
DL,1412,ATL,ORD,6,709,127,0
9E,3730,ATL,LIT,3,685,106,1
,7008,TUL,DEN,2,-9999999,107,0
OH,6405,GSO,ATL,4,370,93,0
CO,89,IAH,EWR,7,360,192,0
F9,419,DEN,LAX,5,1275,149,1
OO,6379,SBP,LAX,4,-9999999,62,0
,,PHX,SFO,6,885,125,1
YV,,CLT,,7,1345,-9999999,0
OH,6548,PIT,JFK,2,1025,95,0
DL,2305,MSP,SFO,3,555,262,1
WN,575,PHX,TPA,1,630,235,0
MQ,4182,ORD,ABE,6,540,115,0
MQ,2883,DFW,HOU,4,1080,70,0
UA,143,TPA,ORD,1,372,174,0
,1343,SMF,LAS,5,800,80,1
XE,2098,IAH,MSP,1,1275,159,1
US,,TPA,DCA,6,435,125,0
DL,2005,CVG,SLC,1,1140,237,0
DL,1494,SAV,ATL,,385,79,0
9E,3695,BDL,DTW,4,425,132,
OO,7034,DEN,SEA,3,-9999999,176,1
WN,866,SAT,ELP,3,800,95,1
WN,2296,BWI,PVD,,515,70,0
EV,4989,ATL,PHF,7,670,100,0
FL,86,ATL,FLL,3,866,110,1
OO,6321,LAX,SAN,5,452,46,0
YV,7240,ORF,ORD,5,360,143,0
,2885,TUS,SAN,2,705,-9999999,
XE,3111,IAH,ELP,7,1280,118,0
DL,2460,ATL,ROC,2,770,126,1
MQ,2813,DFW,RAP,4,735,145,1
WN,2302,MDW,PIT,5,760,75,1
CO,150,IAH,ONT,3,900,215,
WN,1435,IND,PHX,4,935,245,1
UA,31,LAX,IAD,4,792,-9999999,0
AS,37,MSP,SEA,,795,220,0
XE,2900,MSP,,4,836,107,1
YV,7235,ALB,IAD,5,602,94,0
AA,1716,PHX,DFW,4,585,140,0
OO,6675,,DEN,5,-9999999,206,1
FL,803,BWI,BOS,4,1130,84,0
WN,2527,DEN,AUS,6,480,125,0
WN,739,BUF,,,855,175,1
DL,2257,SLC,SEA,3,1005,130,1
HA,106,HNL,OGG,,317,36,0
EV,5428,LFT,MEM,1,380,83,0
DL,1458,RSW,ATL,6,815,110,0
WN,998,OAK,MDW,3,585,245,1
F9,100,,MSP,6,947,113,0
WN,,AMA,DAL,5,1170,65,0
