height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
9,33,297,3.667,0.458,0.983,2.19,136,292,62,1
10,78,780,7.8,0.381,0.856,2.52,297,668,118,1
12,8,96,0.667,,1.0,3.11,28,96,9,1
12,43,516,3.583,0.357,0.849,2.71,184,438,68,1
11,86,946,7.818,0.332,0.808,2.2,314,764,143,1
9,5,45,0.556,0.711,0.889,10.67,32,40,3,1
12,146,1752,12.167,0.091,0.128,26.67,160,225,6,5
17,2,34,0.118,0.706,0.706,24.0,24,24,1,4
9,7,63,0.778,0.349,0.683,2.2,22,43,-9999999,
8,21,168,2.625,0.31,0.744,1.68,52,125,31,1
9,121,1089,13.444,0.399,0.843,2.4,434,918,181,1
11,118,1298,10.727,0.348,0.797,2.71,452,1035,167,1
10,37,370,3.7,0.354,0.708,,131,262,41,1
10,47,470,4.7,0.336,0.628,2.26,158,295,70,1
-9999999,92,1012,8.364,0.361,0.851,2.3,365,861,159,1
10,21,210,2.1,0.362,0.819,2.11,76,172,36,1
9,47,423,5.222,0.371,0.865,2.75,157,366,57,1
9,41,369,4.556,0.507,0.992,3.28,187,366,57,1
10,18,180,1.8,0.511,0.872,2.97,92,157,31,1
9,47,423,5.222,0.385,0.917,2.51,163,388,65,1
9,41,369,4.556,0.444,0.976,2.88,164,360,57,1
9,45,405,5.0,0.425,0.938,2.77,172,380,62,1
1,48,48,48.0,0.875,1.0,10.5,42,48,4,2
1,29,29,29.0,0.586,1.0,2.13,17,29,8,2
1,17,17,17.0,0.412,1.0,1.75,7,17,4,2
8,46,368,5.75,0.318,0.818,2.09,117,301,56,1
7,31,217,4.429,0.295,0.857,1.64,64,186,39,1
6,17,102,2.833,0.314,0.686,2.29,32,70,14,1
8,59,472,7.375,0.292,0.888,1.82,138,419,76,1
7,17,119,2.429,0.387,0.857,2.71,46,102,17,1
8,28,224,3.5,0.259,0.844,1.93,58,189,30,1
8,45,360,5.625,0.206,0.789,1.8,74,284,41,1
11,123,-9999999,11.182,0.25,0.514,1.95,338,695,173,1
11,9,99,0.818,0.465,0.768,3.83,46,76,12,1
11,8,88,0.727,0.602,1.0,4.08,53,88,13,1
11,61,671,5.545,0.361,0.614,5.04,242,412,48,1
-9999999,330,9240,11.786,0.057,0.066,31.0,527,614,17,2
212,464,98368,2.189,0.052,0.07,11.84,5066,6884,428,5
10,38,380,3.8,0.432,0.939,2.78,164,357,59,1
9,36,324,4.0,0.556,,3.21,180,299,56,1
9,98,882,10.889,0.491,0.974,2.78,433,859,156,1
9,21,189,2.333,0.487,0.857,3.29,92,162,28,1
10,49,490,4.9,0.59,0.982,3.11,289,481,93,1
3,286,858,95.333,0.406,0.427,87.0,348,366,4,2
9,23,207,2.556,0.3,1.0,1.51,62,207,41,1
9,-9999999,333,4.111,0.39,0.811,2.03,130,270,64,1
10,21,210,2.1,0.348,0.757,3.17,73,159,23,1
9,79,711,8.778,0.343,0.899,2.2,244,639,111,1
10,66,660,6.6,0.324,0.78,2.25,214,515,95,1
9,34,306,3.778,0.412,0.902,1.91,126,276,66,1
-9999999,82,738,9.111,0.428,0.936,2.38,316,691,133,1
10,79,790,7.9,0.347,0.784,2.25,274,619,122,1
12,98,1176,8.167,0.267,0.627,2.33,314,737,135,1
10,83,830,8.3,0.357,0.813,2.28,296,675,130,
10,11,110,1.1,0.427,1.0,1.52,47,110,31,1
10,53,530,5.3,0.343,0.811,2.0,182,430,91,1
12,85,1020,7.083,0.305,0.828,1.94,311,845,160,1
9,82,738,9.111,0.408,0.924,,301,682,126,1
10,80,800,8.0,0.308,0.838,2.02,246,670,122,1
12,102,1224,8.5,0.292,0.764,2.09,-9999999,935,171,1
9,82,738,9.111,0.374,0.866,2.3,276,639,120,1
23,26,598,1.13,0.278,0.96,1.8,166,574,92,1
23,47,1081,2.043,0.315,0.747,2.2,341,808,155,1
9,99,891,11.0,0.38,0.93,1.92,339,829,177,1
9,83,747,9.222,0.292,0.909,2.42,218,679,90,1
10,34,340,3.4,0.388,0.891,2.1,132,303,63,1
9,82,738,9.111,0.37,0.924,2.39,273,682,114,1
12,13,156,1.083,0.391,0.981,2.35,61,153,-9999999,1
12,8,96,0.667,0.302,1.0,2.9,29,96,10,1
12,42,504,3.5,0.355,0.788,2.71,179,397,66,1
10,86,860,8.6,0.326,0.844,1.85,280,726,151,1
9,76,684,8.444,0.38,0.95,2.2,260,650,118,1
9,6,54,,0.667,0.759,18.0,36,41,2,
10,65,650,6.5,0.475,0.971,2.76,309,631,112,1
9,36,324,4.0,0.586,0.948,3.45,190,307,55,1
9,7,63,0.778,0.302,0.603,1.9,19,38,10,1
9,22,198,2.444,0.389,0.843,1.93,77,167,40,1
10,99,990,9.9,0.473,0.917,2.93,468,908,160,1
9,85,765,9.444,0.395,0.846,2.32,302,647,130,1
9,32,288,3.556,0.382,0.792,2.16,110,228,51,1
11,100,1100,9.091,0.473,0.882,3.29,520,970,158,1
23,118,2714,5.13,0.293,0.784,2.06,795,2129,385,
-9999999,125,1375,11.364,0.432,0.804,3.03,594,1105,196,1
10,85,850,8.5,0.324,0.675,2.25,275,574,122,1
10,43,430,4.3,0.458,0.94,3.58,197,-9999999,55,1
10,48,480,4.8,0.331,,2.37,159,356,67,1
9,40,360,4.444,0.483,0.992,2.85,174,357,61,1
9,44,396,4.889,0.449,0.879,2.97,178,348,60,1
9,47,423,5.222,0.371,0.825,2.75,157,349,57,1
9,-9999999,378,4.667,0.429,0.976,2.75,162,369,59,1
-9999999,18,18,18.0,0.944,1.0,17.0,17,18,1,2
1,7,7,7.0,1.0,1.0,7.0,7,7,1,2
1,117,117,117.0,0.393,1.0,5.75,46,117,8,2
10,42,420,4.2,0.317,0.85,2.22,133,357,60,1
24,340,8160,14.167,0.211,0.468,2.67,1718,3822,643,1
1,77,77,77.0,0.403,1.0,5.17,31,77,6,2
1,40,40,40.0,0.875,1.0,,35,40,3,
10,130,1300,13.0,0.486,0.856,3.18,632,1113,199,1
1,28,28,28.0,0.964,1.0,27.0,27,28,1,2
1,35,35,35.0,0.829,1.0,9.67,29,35,3,2
6,13,78,2.167,0.128,0.577,1.67,10,45,6,1
7,18,126,2.571,0.119,0.452,2.14,15,57,7,1
7,42,294,6.0,0.293,0.857,2.61,86,252,33,1
7,31,217,4.429,0.267,0.714,2.15,58,155,27,1
7,16,112,2.286,0.241,0.634,,27,71,11,1
7,23,161,3.286,0.093,0.54,1.36,15,87,11,1
7,8,56,1.143,0.161,0.518,1.8,9,29,5,1
7,2,14,0.286,0.5,0.929,7.0,7,13,1,1
7,7,49,1.0,0.327,0.898,2.29,16,44,7,1
6,11,66,1.833,0.197,0.848,1.3,13,56,10,1
7,121,847,17.286,,0.607,1.79,234,514,131,1
11,21,231,1.909,0.468,0.719,7.2,108,166,15,1
11,9,99,0.818,0.515,0.768,8.5,51,76,6,1
10,8,80,0.8,0.4,0.7,,32,56,8,1
11,8,88,0.727,0.727,0.989,10.67,64,87,6,1
11,7,77,0.636,0.468,0.481,36.0,36,37,1,1
11,8,88,0.727,0.693,0.989,10.17,61,87,6,1
1,14,-9999999,14.0,0.571,1.0,2.0,8,14,4,2
9,38,342,4.222,0.444,0.898,2.71,152,307,56,1
9,20,180,2.222,0.461,1.0,2.59,83,180,32,1
9,36,324,4.0,0.506,0.901,2.83,164,292,58,1
11,98,1078,8.909,0.397,0.778,2.61,428,839,164,1
-9999999,-9999999,441,5.444,0.592,0.998,2.97,261,440,88,1
1,23,23,23.0,0.826,1.0,19.0,19,23,1,2
1,19,19,19.0,0.684,1.0,4.33,13,19,3,2
9,78,702,8.667,0.329,0.896,2.1,231,629,110,1
8,14,112,1.75,0.143,1.0,2.67,16,112,6,1
21,106,2226,,0.136,0.396,1.99,302,881,152,1
8,24,192,3.0,0.297,0.974,1.43,57,187,40,1
8,36,288,4.5,0.465,0.885,2.13,134,255,63,1
9,22,198,2.444,0.318,0.909,2.42,63,180,26,1
9,12,108,1.333,0.407,1.0,1.63,44,108,27,1
9,6,54,0.667,0.37,0.907,2.5,20,49,8,1
8,38,304,4.75,0.349,0.757,1.93,106,230,55,1
9,34,306,3.778,0.31,0.895,1.61,95,274,59,1
9,12,108,1.333,0.407,1.0,1.57,44,108,28,1
9,63,567,7.0,0.298,0.787,2.01,169,446,84,1
9,104,936,11.556,0.282,0.904,1.93,264,846,137,1
11,75,825,6.818,0.27,0.679,2.08,223,560,107,1
8,17,136,2.125,0.309,0.676,2.33,42,92,18,1
9,82,738,9.111,0.309,0.778,1.93,228,574,118,1
8,16,128,2.0,0.156,0.859,5.0,20,110,4,5
8,12,96,1.5,0.469,1.0,1.61,45,-9999999,28,1
8,53,424,6.625,0.337,0.889,,143,377,87,1
11,85,935,7.727,0.268,0.902,1.73,251,-9999999,145,1
10,12,120,1.2,0.367,1.0,1.57,44,120,28,1
10,63,630,6.3,0.251,0.898,1.84,158,566,86,1
9,-9999999,738,9.111,0.32,0.947,2.13,236,699,-9999999,1
9,10,90,1.111,0.144,0.522,6.5,13,47,2,
12,102,1224,,0.257,0.804,1.77,315,984,178,1
12,90,1080,7.5,0.183,0.716,1.92,198,773,103,1
12,26,312,2.167,0.224,0.907,1.63,70,283,43,1
12,41,492,3.417,0.289,0.74,2.06,142,364,69,1
8,99,792,12.375,0.351,0.962,1.66,-9999999,762,167,1
9,81,729,9.0,0.287,0.826,2.22,209,602,94,1
8,26,208,3.25,0.37,0.947,1.79,77,197,43,1
9,46,414,5.111,0.365,0.848,2.01,151,351,75,1
9,34,306,3.778,0.363,0.863,1.76,111,264,63,1
-9999999,26,312,2.167,0.276,0.83,2.21,86,259,39,1
12,43,516,,0.328,0.789,2.56,169,407,66,1
8,75,600,9.375,0.373,0.955,1.95,224,573,115,1
11,86,946,7.818,0.289,0.701,1.98,273,663,138,1
1,79,79,79.0,0.608,1.0,6.86,48,79,7,2
8,6,48,0.75,0.583,0.813,7.0,28,39,4,1
1,11,11,11.0,0.727,1.0,4.0,8,11,2,2
1,98,98,98.0,0.939,1.0,,92,98,3,2
1,13,13,13.0,0.692,1.0,3.0,9,13,3,2
9,64,576,7.111,0.491,0.984,,283,567,110,1
8,36,288,4.5,0.559,0.944,3.04,161,272,53,1
8,8,64,1.0,0.25,0.672,1.6,16,43,10,1
8,21,168,2.625,0.381,0.845,1.88,-9999999,142,34,1
9,99,891,11.0,0.461,0.906,2.65,411,807,155,1
9,121,1089,13.444,0.322,0.776,2.08,351,845,169,1
9,100,900,11.111,0.463,0.908,2.92,417,817,143,1
11,118,1298,10.727,0.29,0.798,1.99,376,1036,189,1
9,126,1134,14.0,,0.907,2.84,528,1029,186,1
12,-9999999,1404,9.75,0.251,0.635,1.86,353,891,190,1
8,14,112,1.75,0.268,0.554,3.0,30,62,10,1
8,71,568,8.875,0.329,0.776,1.83,-9999999,441,102,1
8,44,352,5.5,0.455,0.949,3.2,160,334,50,1
8,48,384,6.0,0.328,0.885,2.0,126,340,63,1
8,40,320,5.0,0.409,0.997,2.22,131,319,59,1
9,45,405,5.0,0.447,0.896,3.23,181,363,56,1
8,47,376,5.875,0.324,0.896,2.18,122,337,56,1
8,42,336,5.25,0.39,0.94,2.43,131,316,54,1
1,17,17,17.0,0.824,1.0,4.67,14,17,3,2
8,43,344,5.375,0.372,0.956,2.1,128,329,61,1
14,300,4200,21.429,0.263,0.607,2.39,1106,2550,462,1
7,35,245,5.0,0.482,,2.81,118,206,42,1
9,122,1098,13.556,0.333,0.829,2.54,366,910,144,1
9,130,1170,14.444,0.448,0.877,2.63,524,1026,199,1
8,45,360,5.625,0.222,0.806,1.9,80,290,42,1
7,31,217,4.429,0.221,0.853,1.78,48,185,27,1
3,14,42,4.667,0.381,0.881,3.2,16,37,5,1
8,-9999999,144,2.25,0.215,0.813,2.38,31,117,13,1
7,58,406,8.286,,0.842,,86,342,38,1
7,40,280,5.714,0.186,0.754,2.26,52,211,23,1
6,28,168,4.667,0.143,0.53,1.71,24,89,14,1
4,15,60,3.75,0.267,0.8,4.0,16,48,4,1
14,-9999999,532,2.714,0.244,0.489,2.95,130,260,44,1
15,31,465,2.067,0.204,0.465,3.96,95,216,24,1
13,77,1001,5.923,0.258,0.564,3.04,-9999999,565,85,1
13,33,429,2.538,0.245,0.534,3.89,105,229,27,1
10,19,190,1.9,0.332,0.695,3.71,63,132,-9999999,1
7,121,847,17.286,0.305,0.675,1.79,258,572,144,1
11,22,242,2.0,0.417,0.694,4.04,101,168,25,1
11,9,99,0.818,0.404,,4.44,40,71,9,1
11,8,88,0.727,0.545,,3.2,48,88,15,1
11,21,231,1.909,0.316,0.58,4.29,73,-9999999,17,1
10,8,80,0.8,0.525,0.875,,42,70,6,
52,461,23972,8.865,0.192,0.248,11.52,4607,5938,400,5
10,38,380,3.8,0.424,0.939,2.78,161,357,58,1
9,36,324,4.0,0.506,0.91,2.93,164,295,56,1
9,21,189,2.333,0.519,0.942,3.27,98,178,30,1
9,97,873,,0.455,0.939,2.28,397,820,174,1
9,49,441,5.444,0.58,0.995,2.98,256,439,86,1
1,15,15,15.0,0.867,1.0,6.5,13,15,2,
9,23,207,2.556,0.324,0.986,1.63,67,204,41,1
9,37,-9999999,4.111,0.396,0.85,2.03,132,283,65,1
9,21,189,2.333,0.317,0.778,2.61,60,147,23,1
9,91,819,10.111,0.302,0.956,1.98,247,783,125,1
10,67,670,6.7,0.291,0.649,2.17,195,435,90,1
9,32,288,3.556,0.354,0.806,1.7,102,232,60,1
9,92,828,10.222,0.35,0.917,2.07,290,759,140,1
9,12,108,1.333,0.444,1.0,1.78,48,108,27,1
9,64,576,7.111,0.318,0.818,2.18,183,471,84,1
12,98,1176,8.167,0.245,0.624,2.23,288,-9999999,129,1
9,100,900,11.111,0.276,0.847,1.91,248,762,130,1
9,12,108,1.333,0.426,1.0,1.59,46,108,29,1
9,53,477,5.889,0.317,0.805,1.66,151,384,91,1
11,84,924,7.636,0.291,0.843,1.74,269,779,155,1
9,81,729,9.0,0.337,0.918,1.97,246,669,125,1
9,13,117,1.444,0.103,0.752,4.0,12,88,3,2
10,80,800,8.0,0.279,0.8,1.92,223,640,116,1
11,101,1111,9.182,0.264,0.852,1.65,293,947,178,1
9,81,729,9.0,0.332,0.974,2.09,242,710,116,1
9,9,81,1.0,0.16,0.864,1.63,13,70,8,1
12,72,864,6.0,0.281,0.807,2.15,243,697,113,1
9,84,756,9.333,0.25,0.955,1.83,189,722,103,1
9,52,468,5.778,,0.996,1.71,173,466,101,1
9,41,369,4.556,0.374,0.846,2.06,138,312,67,1
9,27,243,3.0,0.346,0.975,1.87,84,237,45,1
10,46,460,4.6,0.363,0.843,2.01,167,388,83,1
9,33,297,3.667,0.424,0.97,1.85,126,288,68,1
9,81,729,9.0,0.328,0.916,2.04,239,668,117,1
6,7,42,1.167,0.238,0.69,10.0,10,29,1,2
11,-9999999,154,1.273,0.442,0.981,2.43,68,151,28,1
11,8,88,0.727,0.261,1.0,2.09,23,88,11,1
11,43,473,3.909,0.336,0.753,2.74,159,356,58,1
9,75,675,8.333,0.373,0.913,2.23,252,616,113,1
12,-9999999,576,4.0,0.252,0.755,1.71,145,435,85,1
9,9,81,1.0,0.383,0.802,2.38,31,65,13,1
8,18,144,2.25,0.472,1.0,2.52,-9999999,144,27,1
7,6,42,0.857,0.5,0.548,21.0,21,23,1,1
76,1,76,0.013,1.0,1.0,76.0,76,76,1,4
10,64,640,6.4,0.477,0.914,2.8,305,585,109,
8,36,288,4.5,0.615,0.938,3.22,177,270,55,1
8,33,264,4.125,0.314,0.705,2.13,83,186,39,1
10,99,990,9.9,0.443,0.912,2.64,439,903,166,1
10,122,1220,12.2,0.294,0.689,2.1,359,840,171,1
10,101,-9999999,10.1,0.45,0.869,2.95,455,878,154,1
12,118,1416,9.833,0.266,0.734,1.99,377,1039,189,1
10,125,1250,12.5,0.456,0.862,2.92,570,1078,195,1
12,117,1404,9.75,0.231,0.712,1.68,324,1000,193,1
9,85,765,9.444,0.308,0.744,1.95,236,569,121,1
9,43,387,4.778,0.47,0.948,3.31,182,367,55,1
9,47,423,5.222,0.286,0.738,1.95,121,312,62,1
9,40,360,4.444,0.386,0.889,2.44,139,320,57,1
8,44,352,5.5,0.486,0.952,2.95,171,335,58,1
9,46,414,5.111,0.29,0.838,2.18,120,347,55,1
9,42,378,4.667,0.381,0.931,2.48,144,352,58,1
1,37,37,37.0,,1.0,6.0,30,37,-9999999,2
1,46,46,46.0,0.239,1.0,1.38,11,46,8,2
1,42,42,42.0,0.31,1.0,2.6,13,42,5,2
9,42,378,4.667,0.344,0.931,2.13,130,352,61,1
15,300,4500,20.0,0.252,0.576,2.36,1136,2594,481,
6,35,210,5.833,0.533,0.943,,112,198,42,1
9,122,1098,13.556,0.378,0.961,2.73,415,1055,152,1
2,176,352,88.0,0.528,0.605,31.0,186,213,6,2
69,3,207,0.043,0.643,0.952,2.08,133,197,64,4
9,130,1170,14.444,0.513,0.925,2.86,600,1082,210,1
1,17,17,17.0,0.882,1.0,7.5,15,17,2,2
1,39,39,39.0,0.897,1.0,8.75,35,39,4,2
1,44,44,44.0,0.909,1.0,20.0,40,44,2,2
1,14,14,14.0,0.929,1.0,13.0,13,14,1,2
1,36,36,36.0,,1.0,4.2,21,36,5,2
1,17,17,17.0,,1.0,6.5,13,17,2,2
2,52,104,26.0,0.144,0.702,2.5,15,73,6,1
4,17,68,4.25,0.309,0.559,3.5,21,38,6,1
5,31,155,,0.239,0.974,2.06,37,151,18,1
5,23,115,4.6,0.226,1.0,1.63,26,115,16,1
5,44,220,8.8,0.241,0.791,2.52,53,174,21,1
3,56,168,18.667,0.065,0.5,1.38,11,84,8,1
4,32,128,8.0,0.313,1.0,2.11,40,128,19,1
5,16,80,3.2,0.313,0.813,2.08,25,65,12,1
2,14,28,7.0,0.286,0.821,8.0,8,23,1,2
3,183,549,61.0,0.488,0.577,29.78,268,317,9,2
17,77,1309,4.529,0.314,0.76,2.94,411,995,140,1
14,34,476,2.429,0.279,0.851,3.09,133,405,43,
11,22,242,2.0,0.293,0.798,2.37,71,193,30,1
11,67,737,6.091,0.269,0.689,2.96,198,508,67,1
7,123,861,17.571,0.265,0.626,1.66,228,539,137,1
12,8,96,0.667,0.438,0.51,42.0,42,-9999999,1,1
12,8,96,0.667,0.51,0.927,7.0,49,89,7,1
12,9,108,0.75,0.509,0.657,9.17,55,71,6,1
11,9,99,0.818,0.545,0.818,9.0,54,81,6,1
11,9,99,0.818,0.384,0.727,3.8,38,72,10,1
11,8,88,,,1.0,7.88,63,88,8,1
-9999999,-9999999,88,0.727,0.705,1.0,8.86,62,88,7,1
1,29,29,29.0,1.0,1.0,29.0,29,29,1,2
1,14,14,14.0,0.929,1.0,13.0,13,14,1,2
1,45,45,45.0,0.933,1.0,21.0,42,45,2,2
9,39,351,4.333,0.444,0.923,2.74,156,324,57,1
9,21,189,2.333,0.497,0.958,3.62,94,181,26,1
10,97,970,9.7,0.423,0.832,2.48,410,807,165,1
9,36,324,4.0,0.577,0.948,3.02,187,307,62,1
25,300,7500,12.0,0.065,0.071,40.33,484,531,12,
10,49,490,4.9,0.529,0.939,3.01,259,460,86,1
2,50,100,25.0,0.46,0.51,15.33,46,51,3,2
9,79,711,8.778,0.323,0.873,2.19,230,621,105,1
9,24,216,2.667,0.356,,2.2,77,196,35,1
9,37,333,4.111,0.444,0.898,2.08,148,299,71,1
9,21,189,2.333,0.365,0.905,2.3,-9999999,171,30,1
9,81,729,9.0,0.357,0.863,2.22,260,629,117,1
10,67,670,6.7,0.3,0.745,2.14,201,499,94,1
8,32,256,4.0,0.402,0.898,1.81,103,230,57,
7,11,-9999999,1.571,0.143,0.558,1.57,11,43,7,1
9,99,891,11.0,0.288,0.801,1.95,257,714,132,1
9,12,108,1.333,0.444,1.0,1.85,48,108,26,1
9,64,576,7.111,0.307,0.842,1.99,177,485,89,1
11,94,1034,8.545,0.257,0.604,2.18,266,625,122,1
12,2,24,0.167,0.625,0.667,15.0,15,16,1,4
9,99,891,11.0,0.312,0.826,2.16,278,736,129,1
12,83,996,6.917,0.253,0.756,1.75,252,753,144,1
8,12,96,1.5,0.438,1.0,1.5,42,96,28,1
8,54,432,6.75,0.35,0.887,1.74,151,383,87,1
9,95,855,,0.284,0.849,1.91,243,726,127,1
9,12,108,1.333,0.38,1.0,1.46,41,108,28,1
9,64,576,7.111,0.302,0.92,1.98,174,530,88,1
-9999999,101,1111,9.182,0.267,0.849,1.72,297,943,173,1
11,82,902,7.455,0.236,0.814,1.97,213,734,108,1
12,73,876,6.083,0.259,0.743,2.1,227,651,108,1
10,98,980,9.8,0.3,0.781,1.72,294,765,171,1
9,-9999999,729,9.0,0.322,0.819,2.22,235,597,106,1
9,27,243,3.0,0.346,0.951,1.95,84,231,43,1
9,47,423,5.222,0.404,0.943,1.99,171,399,86,1
9,32,288,3.556,0.413,0.993,1.72,119,286,69,1
9,75,675,8.333,0.369,0.936,2.09,249,632,119,1
12,-9999999,324,2.25,0.318,0.898,2.64,103,291,39,1
12,43,516,3.583,0.31,0.793,2.32,160,409,69,1
12,61,732,5.083,0.251,0.746,1.77,184,546,104,1
-9999999,19,-9999999,1.9,0.363,0.837,2.46,69,159,28,1
2,204,408,102.0,0.412,0.681,10.5,168,278,16,2
10,29,290,2.9,0.221,0.572,3.56,64,166,18,1
9,65,585,7.222,0.463,0.901,2.66,271,527,102,1
9,36,324,4.0,0.565,0.944,3.16,183,306,58,1
9,21,189,2.333,0.323,0.81,1.79,61,153,34,1
8,7,56,0.875,0.321,,6.0,18,24,-9999999,1
10,100,1000,10.0,0.444,0.924,2.64,444,924,168,1
9,32,288,3.556,0.299,0.691,2.1,86,199,41,1
9,83,747,9.222,0.335,0.843,2.05,250,630,122,1
10,101,1010,10.1,0.442,0.855,2.92,446,864,153,1
12,118,1416,,0.255,0.7,2.06,361,991,175,1
10,126,1260,12.6,0.456,0.875,2.98,575,1103,193,1
9,86,774,9.556,0.337,0.757,2.19,261,586,119,1
11,116,1276,10.545,0.274,0.804,1.8,350,1026,-9999999,1
9,-9999999,387,4.778,0.481,0.953,3.15,186,369,59,1
8,46,368,5.75,0.315,,1.78,116,345,65,1
8,41,328,5.125,0.393,0.976,2.19,129,320,59,1
10,44,440,4.4,0.441,0.92,2.94,194,405,66,1
9,45,405,5.0,0.319,0.923,2.11,129,374,61,1
9,42,378,4.667,0.347,0.915,2.34,131,346,56,1
1,35,35,35.0,0.857,1.0,10.0,30,35,3,2
19,455,8645,23.947,0.081,0.095,33.48,703,821,21,1
8,43,344,,0.392,,2.21,135,319,61,1
14,301,4214,21.5,0.257,0.564,2.37,-9999999,2378,458,1
7,35,245,5.0,0.494,0.902,2.57,121,221,47,1
9,123,1107,13.667,0.359,0.898,2.78,397,994,143,1
6,142,852,23.667,0.115,0.173,6.53,98,147,15,2
261,30,7830,0.115,0.063,0.09,2.4,492,701,205,4
10,130,1300,13.0,,0.822,2.78,589,1069,212,1
1,14,14,14.0,0.857,1.0,12.0,12,14,1,2
8,3,24,0.375,0.458,0.667,2.2,11,16,5,1
8,5,40,0.625,0.325,0.9,,13,36,2,1
8,14,112,1.75,0.321,0.938,1.71,36,105,21,1
8,50,400,6.25,0.253,0.8,2.3,101,320,44,1
8,3,24,0.375,0.5,0.667,3.0,12,16,4,1
8,23,184,2.875,,1.0,2.14,47,184,22,1
8,15,120,1.875,0.258,0.683,3.88,31,82,8,1
8,14,112,1.75,0.277,0.643,2.82,-9999999,72,11,1
6,2,12,0.333,0.667,1.0,8.0,8,12,1,1
8,21,168,2.625,0.208,0.762,2.92,35,128,12,1
7,6,42,0.857,0.333,0.762,4.67,14,32,3,1
7,2,14,0.286,0.643,0.929,2.25,9,13,4,1
8,3,24,0.375,0.458,0.708,2.75,11,17,4,1
7,14,98,,0.327,0.99,2.67,32,97,12,1
8,59,472,7.375,0.206,0.691,3.13,97,326,31,1
7,121,847,,0.272,0.646,1.54,230,547,149,1
11,9,-9999999,0.818,0.465,0.687,5.75,46,68,8,1
10,8,80,0.8,0.675,1.0,9.0,54,80,6,1
10,7,70,0.7,0.429,0.429,30.0,30,30,1,1
10,8,80,0.8,0.688,1.0,9.17,55,80,6,1
10,8,80,0.8,0.6,1.0,6.0,48,80,8,1
10,9,90,0.9,0.522,0.656,9.4,47,59,5,1
10,8,80,0.8,0.575,0.888,9.2,46,71,5,1
1,69,69,69.0,0.841,1.0,8.29,58,69,7,2
10,38,380,3.8,0.397,0.887,2.7,151,337,56,1
9,36,324,4.0,0.491,0.84,3.31,159,272,48,1
10,97,970,9.7,,0.825,2.71,412,800,152,1
8,21,168,2.625,0.548,1.0,3.54,92,168,26,1
9,49,441,5.444,0.587,0.961,3.12,259,424,83,1
1,148,148,148.0,0.959,1.0,47.33,142,148,3,2
9,20,180,2.222,0.3,0.972,1.74,54,175,31,1
9,36,324,4.0,0.352,0.806,,114,261,65,1
9,21,189,,0.365,0.82,2.88,-9999999,155,24,1
9,80,720,8.889,0.333,0.914,2.09,240,658,115,1
9,11,99,1.222,0.343,1.0,1.42,34,99,24,1
9,50,450,5.556,0.32,0.716,2.67,144,322,54,1
9,33,297,3.667,0.354,0.781,1.84,105,232,57,1
8,83,664,10.375,0.398,0.94,2.15,264,624,123,1
8,11,88,1.375,0.443,,,39,88,24,1
9,63,567,7.0,0.289,0.778,1.98,164,441,83,1
11,74,814,6.727,0.267,0.628,2.21,217,511,98,1
8,17,136,2.125,0.294,0.654,2.22,40,89,18,1
8,84,672,,0.36,0.954,1.94,242,641,125,1
9,12,108,1.333,0.407,0.898,1.63,44,97,27,1
8,82,-9999999,10.25,0.358,0.84,2.24,-9999999,551,105,1
8,53,424,6.625,0.33,0.894,1.63,140,379,86,1
10,84,840,8.4,0.279,0.896,1.65,-9999999,753,142,1
9,12,108,1.333,0.426,1.0,1.64,46,108,28,1
9,63,567,7.0,0.284,0.908,1.96,161,515,82,1
11,101,1111,9.182,0.253,0.77,1.71,281,856,164,1
8,83,664,10.375,0.357,0.979,1.98,237,650,120,1
12,72,864,6.0,0.228,0.78,1.79,197,674,110,1
9,97,873,10.778,0.317,0.863,1.76,277,753,157,1
8,83,664,10.375,0.294,0.955,2.17,195,634,90,1
9,26,234,2.889,0.299,0.953,1.67,70,223,42,1
9,46,414,5.111,0.338,0.872,1.67,140,361,84,1
9,83,747,9.222,0.293,0.751,2.28,-9999999,561,96,1
8,33,264,4.125,0.39,0.973,1.72,103,257,60,1
11,26,286,2.364,0.283,0.888,2.19,81,254,37,1
11,43,473,3.909,0.281,0.774,2.18,133,366,61,1
11,62,682,5.636,0.218,0.705,1.62,149,481,92,1
8,18,144,2.25,0.472,1.0,2.52,68,144,27,
8,76,608,9.5,0.388,0.903,2.11,236,549,112,1
8,6,48,,0.542,0.646,13.0,26,31,2,1
1,84,84,84.0,,1.0,19.25,77,84,4,2
1,73,73,73.0,0.616,,3.75,45,73,12,2
10,64,640,,0.439,0.889,2.58,281,569,109,1
9,36,324,4.0,0.531,0.938,2.82,172,304,-9999999,1
8,8,64,1.0,0.234,0.672,1.5,15,43,10,1
8,21,168,2.625,0.363,,1.69,61,130,36,1
9,-9999999,891,11.0,0.484,0.951,2.52,431,847,171,1
9,83,-9999999,9.222,0.289,0.751,1.93,216,561,112,1
9,32,288,3.556,0.302,0.674,2.17,87,194,40,1
10,100,1000,10.0,0.41,0.846,2.81,410,846,146,1
10,118,1180,11.8,0.277,0.745,2.02,327,879,162,
9,126,1134,14.0,0.484,0.953,2.83,-9999999,1081,194,1
9,86,774,9.556,0.3,0.677,2.13,232,524,109,1
10,116,1160,11.6,0.273,0.797,1.7,317,925,186,1
8,43,344,,0.494,0.953,3.4,170,328,50,1
9,47,423,5.222,0.307,0.872,2.03,130,369,64,1
