acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,activity
0.5033,-11.373,-0.1715,0.6074,-0.756,25.73,0
0.628,-0.6542,-0.1076,0.2977,-0.2117,16.435,0
0.5905,-14.769,-0.1751,-0.3593,0.2335,-0.4018,0
0.2805,-0.8244,-0.0274,-0.3888,-0.4188,-23.099,0
0.2813,-0.9528,0.0874,-0.4264,0.2219,-11.967,0
0.5272,-12.016,-0.2239,0.6163,,23.217,0
0.4043,-0.6805,-0.0598,0.3971,0.7792,12.834,0
0.7692,-16.411,-0.1809,-0.4578,0.217,0.3494,0
0.412,-0.7707,-0.0519,-0.5111,-0.3469,-21.132,0
0.2831,-0.973,0.1291,-0.4957,0.1717,-14.431,0
0.4962,-11.529,-0.105,0.7106,0.0052,15.129,0
0.374,-0.6079,-0.1259,0.6267,0.4576,14.836,0
0.5357,-12.654,-0.2729,-0.1978,-0.274,0.9461,0
0.4875,-11.446,-0.0221,-0.8355,-0.3522,-16.293,0
0.3497,-0.8312,0.0516,-0.3096,-0.1251,-19.345,0
0.4062,-0.9538,0.0137,-0.0898,0.3199,13.13,0
0.3605,-10.376,-0.0565,0.3025,-0.2791,29.984,0
0.4334,-0.855,-0.1253,0.3475,10.589,10.768,0
0.569,-11.3,-0.2944,-0.5425,-0.1109,-15.344,0
0.2792,-0.7692,-0.0041,-0.6458,0.0685,-26.062,0
0.315,-0.9834,0.0509,-0.0273,0.3217,-0.6352,0
0.5082,-12.609,-0.1088,0.1151,-0.1298,32.727,0
0.4234,-0.7448,-0.1552,0.3518,0.8952,0.9606,0
0.615,-13.499,-0.2077,-0.3852,0.2493,-0.407,0
0.2857,-0.8812,-0.034,-0.208,0.1621,-28.444,0
0.3114,-0.8837,0.0631,-0.0914,-0.0656,-0.7866,0
0.5753,-11.945,-0.247,0.4157,-0.6655,29.939,0
0.3927,-0.6869,-0.1037,0.3483,10.203,0.9973,0
0.568,,-0.2386,-0.2676,0.4358,-0.1373,0
0.2722,-0.8455,-0.0547,-0.549,-0.003,-21.262,0
0.3112,-0.7744,0.04,-0.0801,-0.2723,-15.217,0
0.5096,-10.704,-0.0688,0.0175,0.1907,28.465,0
0.3152,-0.6502,-0.0815,0.4063,0.3793,10.435,0
0.6023,-11.568,-0.2251,-0.1341,0.4403,0.4755,0
0.4586,-11.883,-0.0642,-0.5679,-0.1798,-17.099,0
0.3281,-0.7967,0.0054,-0.1539,-0.8782,-20.358,0
0.4579,-12.405,0.0012,-0.103,0.8752,19.991,0
0.2414,-0.6318,-0.083,0.7066,0.0938,11.105,0
0.5627,-10.591,-0.2401,0.0093,0.1223,10.444,0
0.5376,-12.574,-0.0707,-0.5856,-0.1486,-13.107,0
0.3306,-0.7657,0.0264,-0.1246,-0.5652,-21.206,0
0.4452,-12.689,0.0238,-0.3088,0.8233,10.204,0
0.272,-0.8488,-0.0087,0.2584,-0.1268,15.592,0
0.4971,-0.7955,-0.1947,0.1813,-0.0225,10.334,0
0.6213,-0.9928,-0.2719,-0.1335,-0.1495,-0.6746,0
0.3239,-0.744,-0.0326,-0.2619,0.0951,-24.614,0
0.3565,-11.359,0.0479,-0.2493,0.469,0.0238,0
0.4442,-10.941,-0.1248,0.206,-0.357,20.673,0
0.4447,-0.7917,-0.1396,,0.5184,12.3,0
0.5783,-11.423,-0.2617,-0.285,0.304,-0.5294,
0.2484,-0.7245,-0.0358,-0.3219,0.5424,-23.819,0
0.3455,-10.356,0.0264,-0.2085,0.3357,-0.6009,0
0.4577,-11.855,-0.1716,0.1907,-0.5315,23.039,0
0.3512,-0.6716,-0.1189,0.3493,0.4789,0.826,0
0.5364,-12.289,-0.1873,-0.5257,13.906,-0.0174,0
0.3228,-0.9102,-0.027,0.084,-0.6734,-24.761,0
0.2901,-0.9379,0.0492,-0.2869,0.3896,-0.6929,0
0.4893,-10.411,-0.1725,-0.0384,-0.6758,24.918,0
0.3489,-0.5235,-0.0484,-0.0459,12.958,0.8011,0
0.5578,-12.669,-0.2152,-0.0119,0.3591,0.5051,0
0.4165,-11.62,-0.0032,-0.2258,-0.7465,-19.058,0
0.2599,-0.8136,0.0721,-0.0173,-0.3262,-20.213,0
0.4554,-11.397,-0.0208,-0.1209,0.6206,23.364,0
0.3397,-0.6574,-0.116,0.4344,-0.3777,16.116,0
0.5888,-11.443,-0.2067,-0.0521,0.2531,0.9025,0
0.5511,-11.742,-0.121,-0.2232,-0.768,-15.403,0
0.2907,-0.7806,0.0076,-0.0489,0.3929,-25.865,0
0.4357,-10.894,,-0.2783,-0.145,0.8949,0
0.3551,-0.8578,-0.033,0.4922,-0.1958,18.035,0
0.5731,-12.977,-0.1129,-0.9188,-20.753,-11.197,0
0.3119,-0.8261,-0.0176,-0.7641,0.6178,-27.405,0
0.4322,-0.8904,-0.0054,0.0815,0.825,18.768,0
0.3414,-0.9065,-0.0754,0.3005,15.52,13.57,0
0.5667,-0.8585,-0.1349,0.4116,-0.3843,0.8104,0
0.6399,-0.9098,-0.2783,-0.165,-13.362,-0.5037,0
0.2692,-0.7063,-0.0296,-0.7498,0.5253,-22.233,0
0.3942,-10.519,-0.032,-0.3394,0.7294,0.1755,0
0.3691,-10.775,-0.0829,0.4481,-10.645,22.434,0
0.443,-0.7705,-0.2376,0.5201,0.4692,0.8704,0
0.5022,-14.842,-0.2221,-0.787,0.7726,-0.0705,0
0.2716,-0.8783,-0.1022,-0.7409,-0.0998,-27.519,0
0.3011,-0.9558,0.0111,-0.7938,0.4724,-13.127,0
0.5366,-0.9988,-0.2612,0.7758,-11.724,33.624,0
0.3086,,-0.1509,0.8066,10.808,10.336,0
0.4403,-13.113,-0.2983,-0.1621,-0.213,-0.0274,
0.2643,-10.547,-0.0638,-11.469,-0.0577,-22.592,0
0.3242,-0.8554,-0.0045,-0.5419,0.0372,-23.026,0
0.4943,-0.9116,-0.1324,0.3937,0.6464,33.513,0
0.094,-0.6939,-0.1039,0.3275,21.568,11.593,0
0.58,-11.603,-0.3137,0.3256,-21.254,0.4636,0
0.4915,,-0.1002,-0.7391,-11.075,-15.129,0
0.3012,-0.8528,-0.0114,-0.551,0.2355,-27.709,0
0.4756,-0.9222,-0.0792,-0.0051,0.853,19.135,0
0.2266,-0.6885,-0.1532,0.7044,-0.3252,20.166,0
0.6174,-10.923,-0.3576,0.3456,-0.2916,0.6541,0
0.5749,-13.196,-0.1376,-0.6401,-0.4783,-13.032,0
0.3208,-0.8392,-0.0114,-0.5898,0.2347,-26.819,0
0.4195,-10.844,-0.0079,-0.1149,0.7883,0.9417,0
0.227,-0.867,-0.0921,0.723,-0.8114,24.589,0
0.5303,-0.8414,-0.3204,0.5193,-0.0605,0.942,0
0.5527,-11.479,-0.2232,-0.6129,0.3663,-12.267,0
0.309,-0.7824,-0.012,-0.3852,-0.2708,-27.899,0
0.3779,-0.8867,-0.0065,-0.2281,0.4626,-0.1827,0
0.4456,-12.587,-0.1127,0.5866,-15.259,29.427,0
0.4749,-0.7468,-0.2379,0.3831,0.5938,0.6294,0
0.6028,-12.218,-0.3383,-0.3509,0.586,0.0137,0
0.291,-0.8221,-0.0726,-0.6658,0.1295,-26.179,0
0.2991,-0.8757,0.0174,-0.4082,0.0908,-12.135,0
0.5286,-12.143,-0.2657,0.728,-0.3699,32.911,0
0.2994,-0.6795,-0.165,0.4977,10.238,0.5549,0
0.5979,-11.538,-0.3517,-0.1552,-0.3152,0.5141,0
0.4751,-12.283,-0.1034,-0.7561,-0.2019,-18.784,0
0.2964,-0.8146,0.004,-0.3773,-0.1852,-20.492,0
0.4835,-11.357,-0.0534,0.3511,0.5284,30.304,0
0.2218,-0.7163,,0.6834,0.4427,11.2,0
0.461,-0.9465,-0.2923,0.0428,0.1714,0.4167,0
0.5457,-13.315,-0.1174,-0.7662,-0.5275,-17.085,0
0.3389,-0.7595,-0.0016,-0.2037,-0.5425,-24.434,0
0.4367,-11.403,-0.0376,-0.0589,0.7491,19.768,0
0.2524,-0.8555,-0.0542,0.6766,-0.397,14.752,0
0.5509,-0.9286,-0.3052,,0.3087,0.835,0
0.4266,-10.56,-0.2398,-0.6163,0.0165,-14.722,0
0.3036,-0.7747,-0.0422,-0.6754,0.1403,-24.824,0
0.6007,-11.798,-0.2434,0.3225,0.1479,30.892,0
0.4037,-0.6062,-0.137,0.6937,-0.1817,12.837,0
0.5232,-11.282,-0.2379,-0.1456,0.0802,0.173,0
0.3714,-10.017,-0.0515,-0.9061,0.4346,-21.264,0
0.3024,-0.7872,0.0544,-0.2573,-0.4567,-22.423,0
0.5394,-11.144,-0.1331,0.1621,0.4672,28.537,0
0.2478,-0.7093,-0.0861,0.8421,0.1142,14.305,0
0.5971,-10.97,-0.3046,-0.0537,-0.1897,0.6641,0
0.5186,-11.878,-0.0888,-0.6339,-0.2257,-17.295,0
0.3131,-0.8761,0.0235,-0.3714,-0.2015,-27.194,0
0.4926,-11.017,-0.0233,-0.0722,0.4213,18.843,0
0.354,-0.8389,-0.0923,0.853,-10.927,22.535,0
0.4814,-10.386,-0.2856,0.2595,0.737,0.3964,0
0.6275,-12.703,-0.1281,-0.7625,-16.43,-0.469,0
0.2372,-0.7812,-0.0216,-0.7743,0.9351,-31.795,0
0.3254,-0.864,0.0416,-0.3637,0.829,0.396,0
0.3802,-0.9666,-0.0232,0.772,-0.8583,25.318,0
0.4631,-0.9102,-0.2144,0.5035,0.5777,0.6664,0
0.5819,-11.95,-0.2273,-0.5696,-0.3331,-0.0513,0
0.2822,-0.7987,-0.0286,-0.8201,0.5708,-26.072,0
0.3291,-0.9057,0.0416,-0.3045,0.152,-11.423,0
0.4946,-12.142,-0.1963,0.7827,-10.439,25.927,0
0.3059,-0.7454,-0.2109,0.9067,0.1985,0.8965,0
0.6162,-13.798,-0.331,-0.4191,0.1813,0.3053,0
0.3045,-0.7608,-0.0581,-0.9482,0.5014,-21.606,0
0.3039,-0.9561,0.0522,-0.5181,0.2354,-12.811,0
0.4609,-0.9906,-0.2373,0.7314,-0.0875,21.644,0
0.4019,-0.6885,-0.1547,0.7772,0.1716,11.48,0
0.4783,-11.66,-0.2385,-0.2872,0.3584,0.4569,0
0.345,-11.097,-0.0455,-0.8739,-0.0374,-18.991,0
0.2844,-0.7543,0.0372,-0.3076,-0.1687,-21.791,0
0.4636,-0.9856,,0.1938,10.48,28.7,0
0.3209,-0.6785,-0.1201,0.8003,-0.2161,12.005,0
0.5868,-11.16,-0.2847,0.068,-0.2364,0.714,0
0.548,-12.571,-0.1356,-0.8205,-0.4823,-13.702,0
0.3044,-0.7385,0.0186,-0.4477,0.2023,-25.524,0
0.4051,-0.9521,0.0196,-0.1341,0.6492,11.801,0
0.3958,-10.376,-0.0246,0.9105,-0.9282,19.635,0
0.4759,-0.8437,-0.2073,0.4256,0.7942,0.6932,0
0.4659,-10.424,-0.2657,-0.7551,0.1387,-12.613,0
0.2844,-0.6963,-0.0007,-0.9009,0.2592,,0
0.3428,-10.054,0.0552,0.0524,0.7784,0.0524,0
0.3867,-11.259,-0.0423,0.6727,-10.505,22.994,0
0.4435,-0.832,-0.1901,0.4193,0.3143,11.769,0
0.5717,-13.006,-0.2244,-0.6899,0.1006,-0.8602,0
0.2759,-0.788,-0.0119,-0.8664,0.3503,-22.748,0
0.3079,-0.95,0.067,-0.1367,0.2256,-10.927,0
0.4608,-11.792,-0.1793,0.7313,-0.6482,23.426,0
0.4056,-0.7388,-0.1217,0.6851,0.1835,14.762,0
0.4965,-11.338,-0.245,-0.468,0.0735,0.1827,0
0.369,-10.528,-0.0192,-0.8375,0.3252,-25.222,0
0.2804,-0.8723,0.0685,-0.3638,-0.0888,-19.523,0
0.4615,-0.9553,-0.125,0.6156,0.0221,26.269,0
0.3491,-0.7034,-0.1345,0.7577,0.4564,14.003,0
0.6022,-11.206,-0.2709,-0.1606,0.1654,0.1188,0
0.3511,-10.061,-0.0251,-0.7617,-0.8974,-20.17,0
0.319,-0.9366,0.0419,-0.2178,-0.3479,-29.057,0
0.4656,-0.8155,-0.1427,0.2606,0.7861,25.391,0
0.3654,-0.7525,-0.1846,0.3913,0.173,23.572,0
0.5742,-10.41,-0.2881,0.2379,-0.2413,0.8891,0
0.6054,-13.065,-0.0821,-0.6474,-0.7148,-16.279,0
0.3311,-0.9232,-0.0014,-0.0986,-0.4389,-33.419,0
0.4432,-0.9634,-0.0444,-0.1339,0.57,12.279,0
0.2858,-0.7874,-0.1001,0.5418,-0.252,27.051,0
0.4611,-0.9231,-0.1998,0.5149,0.3624,10.001,0
0.5091,-0.9375,-0.3205,-0.3706,-0.2028,-12.069,0
0.2964,-0.8639,-0.0152,-0.6217,0.0335,-28.6,0
0.4075,-0.9708,-0.0134,-0.3079,0.5588,-0.6595,0
0.3871,-10.496,-0.0334,0.2493,-0.3863,29.644,0
0.5212,-0.8346,-0.1898,0.44,0.1421,13.737,0
0.5823,-12.468,-0.2585,-0.451,0.3513,-0.7737,0
0.3021,-0.8532,-0.0891,-0.5902,0.0391,-27.951,0
0.2916,-0.8956,0.0692,-0.4179,0.3022,-14.242,0
0.5227,-10.815,-0.2939,0.7399,-16.203,32.77,0
0.3995,-0.7314,-0.1191,0.5493,0.902,12.153,0
0.4733,-12.94,-0.2479,-0.1846,0.1645,0.0271,0
0.3745,-10.143,-0.0602,-0.8993,-0.5319,-18.496,0
,-0.877,0.0079,-0.4835,-0.3073,-22.386,0
0.4082,-0.8642,-0.1218,0.3439,0.8448,21.739,0
0.3126,-0.7108,-0.1112,0.6312,-0.0091,16.217,0
0.5626,-11.738,-0.308,0.2317,0.071,0.5991,0
0.4874,-11.959,-0.097,-0.7422,-0.7272,-14.296,0
0.285,-0.8171,0.0047,-0.4398,-0.6373,-21.895,0
0.4884,-11.082,-0.09,-0.0993,0.9983,11.602,0
0.3128,-0.6879,-0.1299,0.5113,0.1737,18.969,0
0.4485,-0.8239,-0.2252,0.5552,-0.669,0.9452,0
0.5133,-10.325,-0.3051,-0.5109,-0.4355,-0.8006,0
0.166,-0.86,-0.0051,-12.274,18.434,,0
0.4295,-0.8713,-0.0116,0.1327,-0.215,0.5891,0
0.418,-13.2,-0.1151,0.5186,0.0033,27.881,0
0.3854,-0.7409,-0.1249,0.5311,0.3025,0.8479,0
0.5513,-13.998,-0.3147,-0.63,-0.2355,-0.6618,0
0.2627,-0.8758,-0.0791,-0.9808,0.413,-21.667,0
0.2946,-0.8626,0.0237,-0.1479,-0.0229,-13.796,0
0.4794,-10.306,-0.2019,0.6261,-0.387,29.164,
0.3402,-0.7017,-0.134,0.5354,0.6173,0.9991,0
0.4732,-12.202,-0.273,-0.1494,-0.0255,0.2892,0
0.3892,-10.202,-0.0989,-0.7691,-0.7887,-17.466,0
0.2865,-0.8031,0.0039,-0.4691,0.131,-24.199,0
0.4901,-11.532,-0.0792,0.3431,0.5734,25.396,0
0.1907,-0.7177,-0.1057,0.7401,0.321,0.8617,0
0.5775,-10.883,-0.328,-0.0119,,0.9474,0
0.531,-12.936,-0.0965,-0.7723,-0.4528,-12.393,0
0.3319,-0.8441,-0.0083,-0.2783,-0.4864,-25.71,0
0.4717,-11.57,-0.0385,-0.0866,0.7675,16.896,0
0.2287,-0.7356,-0.1021,0.8366,-0.9764,16.554,0
0.4684,-0.7977,-0.2657,0.3909,0.308,10.172,0
0.4919,-12.205,-0.1887,-0.5887,-0.217,-11.42,0
0.2644,-0.7238,-0.1438,0.5655,0.7349,0.986,0
0.5776,-10.888,-0.3169,0.0238,-0.1793,0.8335,0
0.5163,-12.788,-0.1173,-0.55,-0.6889,-16.769,0
0.309,-0.7447,-0.0196,-0.4058,-0.4337,-23.217,0
0.5211,-11.213,-0.0929,-0.0029,0.4887,12.282,0
0.3494,-0.8389,-0.1185,0.5309,0.162,21.041,0
0.4911,-0.9095,-0.2847,0.4998,-0.1389,0.8071,0
0.4966,-12.586,-0.2067,-0.7662,0.325,-10.734,0
0.2682,-0.7477,-0.0684,-0.4937,0.071,-25.485,0
0.316,-0.8637,0.0287,-0.0778,0.3358,0.0906,0
0.4783,-12.3,-0.2733,0.8852,-11.281,22.536,0
0.4292,-0.6961,-0.1821,0.6003,0.2858,0.9995,0
0.4648,-13.388,-0.2649,-0.8127,0.8002,-0.1248,0
0.3242,-0.9189,-0.0945,-0.6581,0.036,-22.191,0
0.2751,-0.7988,0.025,-0.2631,-0.299,-13.663,0
0.4408,-0.9165,-0.2043,0.7564,-0.1761,25.514,0
0.3315,-0.6867,-0.1954,0.6062,0.4562,0.8734,0
0.4915,-11.322,-0.3177,-0.0749,-0.2533,0.2264,0
0.4321,-11.836,-0.0928,-0.8954,-0.1534,-16.911,0
0.2988,-0.8091,0.0048,-0.3925,-0.2916,-18.791,0
0.4818,-10.469,-0.0994,0.3361,0.305,22.069,0
0.2422,-0.7006,-0.1285,0.9266,-0.0993,11.588,0
0.5194,-10.398,-0.3347,0.1023,0.0008,0.33,0
0.4667,-12.646,-0.1725,-0.9472,0.4013,-16.698,0
0.2968,-0.7198,0.0034,-0.5221,-0.2798,-18.326,0
0.3966,-0.988,-0.053,0.3738,0.2997,13.652,0
0.2886,-10.152,-0.0963,0.6455,-0.0901,15.946,0
0.4381,-0.8038,-0.2433,0.3649,-0.0538,0.6651,0
0.4577,-10.161,-0.2795,-0.6877,0.7666,-0.742,0
0.2666,-0.7754,-0.0307,-0.4853,-0.162,-22.89,0
0.3729,-0.9223,-0.0312,-0.2655,0.2999,-0.1386,0
0.4181,-12.054,-0.1609,0.6637,-0.7462,20.794,0
0.3776,-0.6639,-0.1472,0.7016,0.1384,0.7257,0
0.4871,-13.085,-0.3017,-0.5276,0.6076,-0.0614,0
0.3008,-0.9319,-0.1051,-0.7734,0.0084,-20.659,0
0.2743,-0.7736,0.0286,-0.343,-0.1537,-15.109,0
0.4838,-0.9834,-0.2837,0.9446,-0.2697,26.488,0
0.3254,-0.6353,-0.1596,0.369,13.985,0.4862,0
,-11.069,-0.3392,-0.069,-0.1394,0.6843,0
0.5629,-13.332,-0.1024,-0.8813,-0.7884,-11.716,0
0.3066,-0.723,0.0094,-0.3944,-0.295,-21.465,0
0.5179,-11.613,-0.0969,0.2525,0.3526,17.932,0
0.2064,-0.6652,-0.1483,0.9432,-0.4189,10.055,0
0.5343,-10.785,-0.3395,0.0885,-0.0557,0.7831,0
0.5533,-13.174,-0.1591,-0.7778,-0.0069,-12.226,0
0.2965,-0.7281,,-0.3539,-0.0601,-23.543,
0.4623,-11.089,-0.0633,0.0027,0.5114,14.652,0
0.1768,-0.7414,-0.1361,0.382,0.6274,13.0,0
0.5614,-0.8888,-0.2954,0.5255,-11.374,0.8829,0
0.5881,-12.272,-0.2316,-0.3382,0.1429,-0.8759,0
0.2588,-0.7297,-0.0665,-0.4171,-0.0698,-24.544,0
0.3354,-0.8781,0.0048,-0.3656,0.6906,0.0978,0
0.5232,-12.8,-0.2143,0.7243,-14.786,21.782,0
0.4142,-0.668,-0.1671,0.3729,0.812,0.6566,0
0.5735,-0.9953,-0.1865,0.7851,-0.2802,31.364,0
0.3678,-0.7002,-0.1922,0.6202,0.7129,11.088,0
0.4852,-11.446,-0.2964,0.0197,-0.8108,0.5878,0
0.4345,-11.576,-0.1143,-0.8211,-0.4528,-16.604,0
0.26,-0.767,-0.0124,-0.5578,-0.2053,-24.479,0
0.5206,-10.885,-0.1022,0.2051,0.5331,18.878,0
0.2623,-0.8454,-0.1413,0.5942,0.7538,16.373,0
0.4968,-0.8421,-0.2732,0.3561,-0.3088,0.941,0
0.5403,-11.694,-0.2771,-0.6039,0.0281,-0.9556,0
0.2925,-0.7514,-0.0474,-0.5897,-0.0716,-23.956,0
0.3413,-0.879,-0.0136,-0.1551,,0.0445,0
0.5066,-12.925,-0.2268,0.7978,-0.5698,24.429,0
0.4127,-0.7309,-0.1978,0.5422,0.5641,0.7729,0
0.497,-13.35,-0.301,-0.5384,0.432,-0.1141,0
0.4992,-11.004,-0.1171,-0.809,-0.556,-17.211,0
0.2639,-0.7653,0.0181,-0.3934,0.1607,-18.203,0
0.4631,-0.9588,-0.1759,0.7573,-0.1322,23.748,0
0.3145,-0.715,-0.1757,0.858,0.2615,13.006,0
0.5068,-10.707,-0.3304,0.0611,-0.2298,0.4664,0
0.5251,-12.23,-0.1788,-0.9084,-0.6974,-12.543,0
0.2515,-0.7854,0.0095,-0.8669,0.4601,-24.883,0
0.4888,-11.25,-0.0835,0.3543,0.0986,13.475,0
0.3121,-0.9332,-0.1151,0.9882,-0.1607,15.606,0
0.4519,-0.7761,-0.2834,0.5717,0.0923,0.8672,0
0.5092,-10.756,-0.3264,-0.7697,-0.1932,-0.7874,0
0.289,-0.7183,-0.0684,-0.756,0.1794,-24.355,0
0.3379,-0.8406,-0.0194,-0.2625,0.6971,-0.2396,0
0.4443,-12.193,-0.1432,0.9026,-0.89,19.923,0
0.4114,-0.7014,-0.1943,0.6869,-0.2764,0.9308,
0.6002,-13.713,-0.3469,-0.7658,0.6377,0.1923,0
0.3285,-0.6986,-0.092,-0.6048,-0.2034,-18.676,0
0.2633,-0.8675,0.0214,-0.6056,0.7099,-0.9924,0
0.4943,-12.612,-0.2428,0.8357,-0.3307,15.392,0
0.4082,-0.6608,-0.1419,0.7084,0.4108,10.917,0
0.4952,-14.097,-0.3141,-0.0341,-0.1521,0.4546,0
0.3671,-0.9008,-0.1198,-0.8964,-0.2021,-14.986,0
0.2599,-0.7467,0.0086,-0.6476,-0.1028,-18.248,0
0.4877,-10.701,-0.1434,0.4079,0.1656,17.281,0
0.2803,-0.7866,-0.1077,0.6518,0.6547,0.8547,0
0.4858,-0.9689,-0.2546,0.4776,-0.5475,10.232,0
0.4769,-11.729,-0.2208,-0.6654,0.0545,-0.9775,0
0.2959,-0.7314,-0.0358,-0.6424,-0.4487,-18.89,0
0.3711,-10.397,-0.0167,-0.246,0.9329,-0.1733,0
0.4241,-11.306,-0.1564,0.9802,-13.891,15.527,0
0.4364,-0.6749,,0.6158,0.3971,0.9735,0
0.4392,-11.639,-0.3008,-0.7107,0.2961,0.0149,0
0.3232,-0.7925,-0.0804,-0.9669,-0.4395,-15.785,0
0.2927,-0.8271,0.0291,-0.5193,0.5369,-13.963,0
0.4243,-10.259,-0.2221,0.8334,,17.977,0
0.3722,-0.6749,-0.1641,0.7345,0.238,12.111,0
0.5202,-12.726,-0.3422,-0.3252,-0.2746,0.501,0
0.5255,-10.243,-0.1791,-0.7732,0.2769,-12.629,0
0.2717,-0.7515,0.0187,-0.544,-0.1414,-18.17,0
12.842,0.0526,-0.2362,-19.543,24.977,13.038,1
0.3057,0.4504,-0.1,14.73,-0.5391,-26.03,1
10.601,-0.9857,-0.0732,14.3,-0.9917,-23.499,1
-0.1065,-0.7203,0.2003,-0.4013,0.424,30.591,1
10.069,0.3441,-0.276,-16.086,23.222,14.736,1
0.0997,0.4844,-0.0588,10.809,-0.6441,-27.383,1
15.466,-11.082,-0.2509,0.8609,-0.4994,-16.458,1
0.1127,-0.6124,-0.0212,-0.4119,0.0368,22.783,1
13.669,0.1981,-0.2247,-19.224,17.346,18.756,1
0.1656,0.5072,-0.0166,13.623,-0.5861,-27.333,1
0.9711,-0.9115,-0.1347,15.916,0.5062,-16.844,1
0.3394,-0.7747,0.0451,-12.522,-0.4826,24.021,1
0.9977,0.4357,-0.183,-11.841,19.555,11.01,1
0.3497,0.3292,-0.1137,15.133,0.1762,-21.542,1
0.855,-0.7477,0.0615,19.114,-12.625,-17.883,1
-0.0965,-0.8837,0.159,-10.289,0.2249,23.562,1
13.233,0.238,-0.1522,-18.892,22.548,22.714,1
0.5254,0.3091,-0.0492,15.849,-0.005,-32.741,1
0.9342,-0.956,-0.0508,19.486,-13.634,-17.302,1
0.2579,-0.8286,0.0826,-0.9885,0.2096,24.049,1
10.814,0.6762,-0.0028,-22.543,18.249,19.164,1
11.158,0.3075,-0.1805,16.189,-0.0943,-31.26,1
0.6192,-0.7648,-0.1519,12.654,-0.6125,-16.743,1
0.3125,-0.7024,-0.0331,-0.8709,0.3302,25.428,1
0.7884,0.7344,-0.0879,-17.433,21.334,13.87,1
0.1548,0.4953,0.0827,19.522,-11.432,-28.296,1
11.965,-10.103,-0.0942,16.407,-0.5624,-11.906,1
0.0777,-0.7522,0.0706,-16.195,0.5456,35.099,1
11.841,0.1708,-0.1742,-16.029,21.286,10.01,1
0.7611,0.4497,-0.1464,17.89,0.0351,-32.995,1
0.6119,-0.9305,-0.079,15.739,-0.7227,-0.982,1
0.2711,-0.8276,-0.0399,-12.225,14.597,,1
0.9386,0.4057,-0.3624,-14.903,14.681,20.839,1
10.13,0.3192,-0.2431,19.05,15.77,-33.72,1
0.1867,-0.8794,-0.0647,16.016,-0.014,-0.1271,1
,-0.8275,-0.2073,-11.823,11.224,28.95,1
0.7452,0.573,-0.2485,-11.99,14.42,10.642,1
13.745,0.3329,-0.0108,19.004,25.643,-27.332,1
0.4057,-0.7318,-0.0543,18.145,-0.1403,-0.9091,1
15.584,-10.274,-0.331,-11.249,23.09,34.477,1
0.7,0.7352,-0.2448,-13.498,0.9527,11.01,1
0.9264,0.3085,-0.0591,20.652,12.467,-23.743,1
0.1864,-0.84,0.1047,14.969,-0.4947,0.1683,1
0.8097,-0.907,-0.2722,-18.24,24.252,39.252,1
0.7128,0.8523,-0.2439,-0.5677,10.154,0.7273,1
10.764,0.2838,-0.121,23.466,11.442,-22.255,1
0.3169,-0.7918,0.1145,10.193,-11.069,0.0635,1
10.789,-0.924,-0.0786,-10.227,25.073,39.71,1
0.5458,10.347,-0.2085,-13.673,0.6324,0.7227,1
33.88,-0.149,-0.1416,18.6,18.447,-17.263,1
0.586,-0.6371,-0.158,13.039,-0.6743,-0.3974,1
21.69,-0.8969,-0.4853,-10.288,30.83,32.277,1
34.887,-10.723,-0.1066,23.324,-11.111,-21.49,1
-0.5946,-0.4305,0.0742,0.8283,-0.7269,10.145,1
26.972,-0.8657,-0.6055,-16.993,0.5025,0.64,1
-0.0775,0.8829,-0.1928,0.0442,0.1985,-0.1702,1
32.452,-0.802,-0.23,18.437,-10.075,-29.294,1
-0.5386,-0.6799,0.2686,0.4493,-0.6322,0.5641,1
28.889,-0.9917,-0.6115,-11.939,0.1183,23.073,1
0.0456,10.885,-0.2076,0.065,-0.216,-10.235,
32.264,-0.6621,-0.5487,14.787,-18.977,-35.761,1
-0.354,-0.4236,0.0791,0.7658,-0.3787,0.6401,1
28.641,-10.998,-0.8614,-0.5602,-0.6288,24.683,1
0.1848,0.9479,-0.264,-0.124,0.0956,-0.6674,1
40.475,-0.3555,-0.3066,14.935,-0.4123,-28.354,1
-0.4507,-0.517,0.2088,0.5458,-0.5344,0.9364,1
28.314,-0.9437,-0.9767,-13.681,0.7702,23.239,1
-0.0065,0.9514,-0.0914,-0.3194,0.1613,-0.5796,1
38.201,-0.5413,-0.6279,0.9098,-15.004,-28.036,1
-0.5588,-0.3299,0.1755,0.3105,-0.1007,11.138,1
30.883,-14.509,-10.165,-0.9526,-0.4552,30.044,1
0.1477,10.921,-0.2145,0.4663,-0.2417,-17.537,1
44.313,-11.276,-0.5928,0.3606,-23.201,-23.14,1
-0.6298,-0.256,0.1996,0.516,-0.5301,13.373,1
27.703,-15.968,-11.892,-0.5883,-0.5169,26.865,1
0.1846,0.8647,-0.1803,-0.0201,-0.0564,-15.139,1
31.003,-0.9753,-0.9276,0.9348,-12.662,-30.832,1
-0.3584,-0.4086,0.2746,0.801,-0.2168,0.1968,1
24.375,-15.556,-11.245,-0.7418,-0.1383,28.205,1
-0.001,12.657,-0.1924,-0.2572,0.2391,-13.021,1
35.383,-10.4,-0.5612,17.302,-17.702,-34.214,1
-0.4626,-0.591,0.2547,0.2062,-0.8617,0.5284,1
27.244,-0.9675,-11.253,-0.6104,0.3442,25.774,1
