attr1,attr2,attr3,attr4,attr5,attr6,class
-0.37637132,-0.4038413,4.1419323,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.24238941,-0.44365372,0.17475504,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.13872705,-0.3949941,0.30999972,0.95269825,-0.37786573,1.4828201,-1
0.2361174,-0.4082649,0.26491816,0.71598749,0.26223547,1.2451459,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.25102794,-0.29767485,0.35508128,0.80164219,0.85031466,0.55649995,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.25085371,-0.0012934972,-0.230979,0.61809642,2.1947214,1.01966,-1
-0.13195173,-0.30209845,1.1665493,0.30881124,-0.37786573,1.4767259,-1
-0.13737199,-0.3994177,0.2198366,0.75775998,0.52326743,1.4553962,-1
-0.42430669,-0.4038413,1.2116309,0.87421661,0.48145227,0.23350673,-1
-0.16481202,-0.27998044,0.08459192,-0.18190999,-0.37786573,1.3761714,-1
-0.4122805,-0.42153571,0.17475504,-0.85955255,-0.37786573,-0.94572324,-1
-0.21935333,-0.44807732,-0.32114211,-0.85955255,-0.37786573,-0.94572324,-1
0.28896487,-0.45250093,-0.050652758,1.6535477,-0.37786573,0.82769237,-1
0.46427622,-0.45250093,-0.36622367,-0.85955255,-0.37786573,-0.94572324,-1
3.4970778,-0.45250093,-0.54654991,-0.85955255,-0.37786573,-0.94572324,-1
0.40888799,0.3968307,-0.14081588,1.1936284,0.89700277,1.0866964,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.080115707,-0.45250093,0.35508128,-0.85955255,-0.37786573,-0.94572324,-1
-0.050817306,-0.26670963,0.44524439,1.3008023,-0.37786573,1.5315738,-1
-0.36214315,-0.43038291,0.40016284,1.7480633,-0.37786573,0.25788358,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
4.5111734,-0.37729969,-0.54654991,-0.85955255,-0.37786573,-0.94572324,-1
-0.2117311,-0.43038291,-0.27606055,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.33504188,-0.31094565,20.686865,2.5358333,0.35791646,0.65096023,-1
0.14990148,-0.076494735,-0.18589744,-0.85955255,-0.37786573,-0.94572324,-1
0.22934208,0.047366127,-0.050652758,-0.85955255,-0.37786573,-0.94572324,-1
-0.55879674,-0.44365372,1.0313047,0.018935501,0.46910528,0.85206922,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.70090418,2.0512579,0.039510361,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.7434193,3.3650678,-0.45638679,0.78771803,1.9533459,0.53821731,-1
-0.15532658,-0.42153571,-0.050652758,1.8813977,-0.37786573,0.97090635,-1
-0.14397792,-0.32421646,-0.095734317,0.8379294,-0.37786573,0.36453228,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.40058823,1.1621139,0.039510361,0.76577692,0.75015583,0.68143129,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.31911504,-0.16939038,-0.14081588,-0.85955255,-0.37786573,-0.94572324,-1
-0.065214855,-0.32421646,0.89605999,1.348904,-0.37786573,0.66619576,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
5.4461673,-0.4082649,-0.50146835,-0.85955255,-0.37786573,-0.94572324,-1
0.99139593,0.7772605,-0.50146835,0.80712747,3.6836045,0.85511633,-1
0.19004524,0.12256737,0.94114155,-0.85955255,-0.37786573,-0.94572324,-1
0.004401533,-0.42153571,-0.27606055,-0.85955255,-0.37786573,-0.94572324,-1
1.0632143,1.0072878,0.17475504,2.2556623,-0.37786573,1.3761714,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.29523689,-0.43480652,0.49032595,1.2265401,0.37069149,1.1141203,-1
-0.30268974,-0.44365372,0.49032595,0.42231426,-0.37786573,1.5833746,-1
0.96802108,2.0424107,-0.230979,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.57589957,0.016400912,-0.050652758,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.13262927,-0.33306367,0.53540751,0.78729608,0.82459999,1.2969467,-1
1.6465691,5.0504603,-0.50146835,0.97632713,-0.37786573,0.52602889,-1
0.19682055,0.01197731,-0.14081588,1.750173,-0.37786573,1.0166129,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.028966906,-0.41268851,-0.36622367,-0.85955255,-0.37786573,-0.94572324,-1
0.85470389,0.44549033,0.30999972,0.65016418,-0.37786573,0.87644607,-1
1.3215233,4.9398702,0.17475504,1.3083973,-0.37786573,0.63877181,-1
-0.20749653,-0.17823759,1.1665493,0.77590359,0.63860484,1.220769,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.084693894,-0.42595931,-0.230979,0.72737999,-0.37786573,1.4462549,-1
-0.17768513,-0.080918338,0.71573375,-0.85955255,-0.37786573,-0.94572324,-1
-0.11704604,-0.27998044,-0.0055711987,0.56999476,-0.37786573,1.3274177,-1
0.12991429,0.21988661,0.53540751,0.17547684,-0.37786573,0.56564127,-1
0.45275818,0.073907741,0.44524439,0.74467971,-0.37786573,1.4828201,-1
0.66228487,1.1709611,0.039510361,1.106286,-0.37786573,0.9983303,-1
0.37551956,0.47645554,0.40016284,0.87041911,-0.089900855,1.0348956,-1
0.065548774,-0.10745995,0.53540751,0.4265337,0.14633834,1.1354501,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.15515235,0.35701828,0.98622311,-0.85955255,-0.37786573,-0.94572324,-1
-0.0018656358,-0.21805001,-0.095734317,0.29952846,1.365563,1.1506856,-1
-0.019142696,-0.38172329,-0.14081588,0.86704356,1.4697058,1.2329575,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.0079634216,0.12256737,0.17475504,0.21471766,1.1337358,0.82464527,-1
0.82353743,0.77283689,-0.230979,0.89446994,1.0824053,0.81245684,-1
-0.063351643,-0.45250093,0.26491816,-0.85955255,-0.37786573,-0.94572324,-1
0.081809537,-0.31979286,-0.27606055,-0.85955255,-0.37786573,-0.94572324,-1
0.1924166,0.016400912,2.7894855,0.19488628,0.59570314,0.41938019,-1
0.075542368,-0.22689721,-0.0055711987,1.1429951,-0.37786573,1.5894688,-1
0.11466983,-0.041105917,1.0763862,1.3818156,0.16187909,1.1141203,-1
0.33503703,-0.13400156,-0.18589744,-0.85955255,-0.37786573,-0.94572324,-1
0.37450326,0.065060536,0.08459192,0.81303469,-0.37786573,1.0775551,-1
0.95870502,0.60031641,0.26491816,1.3974275,-0.37786573,1.3365591,-1
-0.78441482,-0.45250093,6.1706024,-0.85955255,-0.37786573,-0.94572324,-1
0.5150911,0.21103941,0.039510361,0.76113554,-0.37786573,1.1445914,-1
0.65398511,0.72417727,-0.36622367,0.88729688,-0.37786573,0.67228997,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
1.7913916,2.1353064,0.44524439,1.9716938,0.22907967,1.2938996,-1
-0.4539487,-0.43480652,0.30999972,1.3307603,1.1110174,0.71799656,-1
0.16497656,-0.10303635,-0.230979,0.74130415,-0.37786573,1.2238161,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.47986429,-0.44365372,0.76081531,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
1.3423574,5.0416131,-0.41130523,2.3763383,-0.37786573,1.2878054,-1
-0.10180157,-0.29767485,0.08459192,0.87463855,-0.37786573,1.5254796,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.070291497,-0.45250093,0.08459192,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.097058848,-0.4038413,0.53540751,1.7518608,-0.37786573,0.83378658,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.4197285,-0.4038413,0.2198366,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.23933567,-0.0057170995,-0.14081588,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.49409246,-0.4082649,-0.59163147,0.066193263,-0.37786573,0.4772752,-1
0.57420574,1.6796754,-0.230979,1.2754856,-0.37786573,1.3792185,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.51170344,-0.29325125,0.76081531,1.1662021,-0.09444455,1.5407151,-1
-0.029644438,-0.24016802,2.023099,-0.43634241,-0.37786573,0.98918898,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.13889643,-0.41268851,0.039510361,-0.85955255,-0.37786573,-0.94572324,-1
-0.054374347,-0.45250093,-0.32114211,-0.85955255,-0.37786573,-0.94572324,-1
0.38873142,-0.28440404,-0.230979,1.7974308,-0.37786573,1.0958377,-1
-0.11399714,0.025248116,3.150138,0.20248127,-0.37786573,0.95262371,-1
-0.024054801,0.72417727,4.9984819,1.1501682,0.060633721,0.61439496,-1
1.1617952,0.83919093,-0.41130523,1.2615615,-0.37786573,1.2055335,-1
0.69514516,1.9362443,0.12967348,0.75522832,-0.37786573,0.61134786,-1
0.50882393,0.75956609,-0.095734317,0.6522739,1.4689815,1.0714608,-1
-0.2345978,-0.44807732,0.58048907,0.69573417,0.60831354,0.90691713,-1
0.090109301,0.29508785,1.8878543,1.0307579,-0.37786573,0.78198578,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.004067614,-0.37729969,0.49032595,-0.85955255,-0.37786573,-0.94572324,-1
0.16768669,0.13583817,-0.230979,0.46915008,-0.37786573,1.306088,-1
-0.23188767,-0.43038291,-0.0055711987,0.72780194,-0.37786573,0.9952832,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.5791227,-0.42595931,1.8878543,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.026929464,-0.28882764,-0.050652758,0.92147437,1.9579554,1.0288014,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.20986789,-0.3994177,-0.27606055,-0.027056429,-0.37786573,1.3121822,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.39568097,-0.45250093,0.40016284,1.6995397,0.58961196,0.38586202,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
1.1711112,0.64455243,0.12967348,2.0434243,-0.37786573,1.2238161,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.066739302,-0.34633447,-0.32114211,0.73286527,1.9520289,1.3335119,-1
1.0264582,1.0869127,-0.32114211,1.5050233,-0.37786573,1.2238161,-1
-0.78441482,-0.43923012,9.0558222,-0.85955255,-0.37786573,-0.94572324,-1
0.78169985,-0.45250093,-0.50146835,-0.85955255,-0.37786573,-0.94572324,-1
0.24323148,-0.076494735,-0.36622367,-0.85955255,-0.37786573,-0.94572324,-1
0.60130701,0.21546301,-0.0055711987,0.84594634,-0.37786573,1.0623195,-1
0.10857204,0.28181705,-0.32114211,-0.15490555,3.0694156,0.31577859,-1
-0.11264208,-0.3994177,0.71573375,-0.089504186,0.41201277,1.0775551,-1
0.29150562,-0.15169597,-0.18589744,0.67843445,-0.37786573,1.2634285,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
1.2109162,-0.45250093,-0.41130523,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.38856204,-0.44365372,0.12967348,1.2809709,-0.37786573,0.91910555,-1
1.2688452,5.0460367,-0.50146835,0.89109438,-0.37786573,0.20608278,-1
1.2137957,4.6081,-0.50146835,-0.85955255,-0.37786573,-0.94572324,-1
0.36163015,0.078331343,-0.095734317,0.75902581,-0.37786573,0.78503289,-1
-0.42193533,-0.29325125,0.89605999,0.88982855,0.39084178,0.86121054,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.54219722,-0.42153571,2.1583436,0.058598265,-0.37786573,0.76065604,-1
0.43514235,0.37028909,0.76081531,2.0189515,-0.37786573,0.93129397,-1
0.98563691,2.2857089,-0.45638679,1.810933,-0.37786573,0.94957661,-1
-0.53762388,-0.44807732,0.40016284,0.42231426,0.43792499,1.3274177,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.31962803,-0.45250093,-0.59163147,0.87295078,-0.37786573,0.56564127,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.78153046,0.9895934,0.26491816,1.182236,-0.37786573,0.8916816,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.059625218,-0.30209845,-0.0055711987,0.57801171,-0.37786573,1.6656465,-1
-0.40025431,-0.45250093,0.71573375,0.1856035,-0.37786573,0.88558738,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.46190485,0.59589281,0.44524439,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.38077043,-0.054376724,-0.32114211,0.55860227,2.3139111,1.3487475,-1
1.0229012,0.37471269,-0.32114211,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.032185182,-0.058800326,1.301794,0.49362285,-0.37786573,1.3792185,-1
-0.28896972,-0.41268851,0.44524439,0.91641104,0.7316518,1.0836493,-1
0.20647538,-0.2136264,-0.14081588,-0.85955255,-0.37786573,-0.94572324,-1
0.45817843,0.51184436,0.71573375,-0.85955255,-0.37786573,-0.94572324,-1
1.6506343,3.8605113,-0.32114211,1.6345603,-0.37786573,0.36453228,-1
0.12974491,-0.45250093,0.44524439,0.45775758,-0.37786573,0.87949317,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.49053542,-0.41268851,3.555872,1.0214752,0.046080728,0.76065604,-1
2.85139,-0.41711211,-0.54654991,-0.85955255,-0.37786573,-0.94572324,-1
0.275753,-0.39057049,-0.41130523,0.4712598,2.4231903,0.94957661,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.38822328,-0.45250093,-0.18589744,1.2961609,-0.37786573,0.83073948,-1
-0.33114607,-0.3994177,0.62557063,1.0742182,1.0469447,0.81550395,-1
-0.18547674,-0.41268851,-0.0055711987,0.0016357841,1.2940492,0.90082291,-1
-0.12399074,-0.34191087,0.30999972,0.13581407,-0.37786573,1.4553962,-1
4.291145,-0.45250093,-0.41130523,-0.85955255,-0.37786573,-0.94572324,-1
0.3472326,-0.049953122,-0.230979,0.6189403,0.74314274,0.95262371,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.48426825,-0.39057049,0.35508128,1.2455276,0.79088446,0.39500334,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
1.0479698,5.0371895,-0.18589744,-0.85955255,-0.37786573,-0.94572324,-1
-0.35655351,0.13141457,0.80589687,0.90375271,0.39084178,1.1476385,-1
0.81557643,4.0286081,-0.41130523,-0.85955255,-0.37786573,-0.94572324,-1
-0.033709629,-0.43480652,-0.18589744,-0.85955255,-0.37786573,-0.94572324,-1
0.74799264,0.68436485,0.76081531,0.92906937,-0.37786573,1.0958377,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.16277943,-0.36402888,0.53540751,1.5809733,0.56096693,0.98309477,-1
-0.001357487,-0.36845248,0.12967348,1.1117713,-0.37786573,1.1293559,-1
0.45512954,0.69763566,0.53540751,1.4801286,-0.086377846,1.2756169,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
1.8291639,4.49751,-0.45638679,1.6185264,-0.37786573,0.29140174,-1
-0.540334,-0.43480652,2.2034252,0.33497179,0.037388443,0.76370315,-1
0.44547471,1.3744468,-0.41130523,-0.85955255,-0.37786573,-0.94572324,-1
-0.096889465,-0.36402888,-0.230979,0.35480317,-0.37786573,0.87949317,-1
-0.31607099,-0.44365372,0.26491816,0.37969788,-0.37786573,0.54126442,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
7.2233331,-0.45250093,-0.50146835,-0.85955255,-0.37786573,-0.94572324,-1
-0.25170547,-0.44807732,-0.18589744,-0.85955255,-0.37786573,-0.94572324,-1
0.33740839,-0.063223929,-0.230979,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.024049954,-0.43038291,0.44524439,0.44130175,0.27896154,1.3609359,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.56912426,0.29508785,-0.36622367,0.30416985,-0.37786573,0.51384047,-1
-0.055390645,-0.45250093,-0.32114211,-0.17473694,-0.37786573,0.28835463,-1
0.42057542,-0.080918338,-0.41130523,1.4514364,-0.37786573,0.90691713,-1
-0.198858,-0.38614689,0.94114155,1.0197874,-0.37786573,0.80940974,-1
0.20173266,-0.2003556,-0.095734317,1.1240076,1.4947949,0.90082291,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.19394104,0.42779592,0.17475504,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.64924239,0.43664312,-0.27606055,1.4138834,1.5995633,1.3152293,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
2.9415017,-0.44807732,-0.230979,-0.85955255,-0.37786573,-0.94572324,-1
0.16006446,0.51626796,0.12967348,-0.85955255,-0.37786573,-0.94572324,-1
-0.11687665,-0.33748727,0.89605999,0.76704276,0.48774101,1.1080261,-1
-0.51492656,-0.44365372,0.71573375,0.10923158,-0.37786573,1.0806022,-1
0.742403,-0.45250093,-0.41130523,-0.85955255,-0.37786573,-0.94572324,-1
-0.1551572,-0.44365372,1.0313047,-0.85955255,-0.37786573,-0.94572324,-1
0.10450685,0.087178548,1.0313047,1.1805482,-0.37786573,1.5529036,-1
0.89298444,1.6265921,-0.095734317,-0.85955255,-0.37786573,-0.94572324,-1
0.41718776,-0.11630716,-0.230979,-0.85955255,-0.37786573,-0.94572324,-1
-0.40042369,-0.4038413,0.98622311,-0.85955255,-0.37786573,-0.94572324,-1
-0.31844235,-0.34633447,5.0435634,0.67421501,0.40977384,0.85816343,-1
-0.16582832,-0.42153571,-0.27606055,0.81641024,1.970928,1.0501311,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.23730308,0.47645554,0.08459192,0.43708231,0.4332496,1.0653666,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
1.0181584,-0.44365372,-0.0055711987,-0.85955255,-0.37786573,-0.94572324,-1
2.908472,3.3164082,-0.50146835,1.3092412,2.5548586,0.32796701,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.001357487,-0.35960528,-0.230979,-0.85955255,-0.37786573,-0.94572324,-1
0.061652967,-0.054376724,0.08459192,0.89109438,-0.37786573,1.3517946,-1
0.13008367,-0.17381398,0.35508128,0.65438363,0.14235437,1.0623195,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.20901612,-0.31536926,-0.230979,1.1100835,-0.37786573,1.0105187,-1
0.31437231,-0.43923012,-0.18589744,-0.85955255,-0.37786573,-0.94572324,-1
-0.15278584,-0.37287609,-0.230979,0.26788264,-0.37786573,0.96176503,-1
-0.33233175,-0.43038291,-0.27606055,0.27674347,-0.37786573,0.96481214,-1
0.38212549,0.034095321,-0.32114211,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.24662398,-0.45250093,0.71573375,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.016935871,-0.27113323,-0.230979,0.7932033,-0.37786573,1.0227071,-1
0.30742761,-0.16939038,-0.27606055,0.86324606,1.7554647,1.1384972,-1
0.080962622,-0.14727237,-0.0055711987,0.74003832,0.38922844,1.047084,-1
0.29980538,0.12699097,1.301794,-0.092035852,0.25591381,1.0105187,-1
-0.059963984,-0.31094565,0.039510361,0.16492823,-0.37786573,0.67533708,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.46393745,0.025248116,-0.32114211,-0.85955255,-0.37786573,-0.94572324,-1
1.2158283,0.90554496,-0.095734317,0.66788584,-0.37786573,0.90387002,-1
-0.42362916,-0.44365372,0.039510361,-0.85955255,-0.37786573,-0.94572324,-1
-0.24188126,-0.36402888,-0.095734317,0.80122024,0.57127255,0.92215265,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.41718776,1.361176,0.08459192,0.78434247,-0.37786573,0.61134786,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
1.000712,0.3968307,-0.32114211,0.54594394,1.3401776,0.90691713,-1
-0.12077246,-0.41268851,-0.14081588,0.89742355,2.2466776,1.0531782,-1
0.31928442,-0.098612747,-0.230979,0.83117829,-0.37786573,1.3274177,-1
-0.11789295,-0.33748727,-0.32114211,0.44341147,1.4231494,1.1720153,-1
8.9610327,-0.42153571,-0.54654991,-0.85955255,-0.37786573,-0.94572324,-1
-0.532373,-0.45250093,0.039510361,0.67801251,2.0986783,0.62048917,-1
-0.3467293,-0.39057049,2.7444039,0.7788572,-0.078640395,0.93129397,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.47461342,-0.44365372,0.26491816,0.84889995,1.4481727,0.57173548,-1
0.86808515,1.1886555,-0.27606055,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.16819968,-0.35960528,0.44524439,0.2007935,0.4691382,1.1872509,-1
0.26999398,-0.15611958,-0.50146835,-0.85955255,-0.37786573,-0.94572324,-1
-0.0018656358,-0.4038413,0.44524439,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.27050698,-0.45250093,-0.095734317,0.88603105,-0.37786573,1.1263087,-1
0.80829297,0.96747539,0.2198366,1.4662045,-0.37786573,0.88863449,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.41109482,-0.45250093,-0.59163147,0.10585603,-0.37786573,0.29444885,-1
0.33774716,0.193345,1.0313047,0.75354054,-0.37786573,1.2756169,-1
1.2288708,4.1347746,-0.50146835,-0.85955255,-0.37786573,-0.94572324,-1
0.83793498,-0.45250093,-0.36622367,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.019142696,-0.31536926,-0.050652758,-0.85955255,-0.37786573,-0.94572324,-1
0.35875064,-0.08534194,1.2567125,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.16683977,-0.023411508,-0.14081588,0.74383582,-0.37786573,0.75456183,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
