name,addr,city,phone,type,class
sweet'n'tart cafe,76 mott st. at canal st.,?,?,?,354
t salon,143 mercer st. at prince st.,?,212/925-3700,coffee bar,?
tang pavillion,65 w. 55th st.,?,?,?,356
tapika,950 8th ave. at 56th st.,?,?,?,357
teresa's,103 1st ave.  between 6th and 7th sts.,?,?,?,358
terrace,400 w. 119th st.  between amsterdam and morningside aves.,?,?,continental,359
the coffee pot,350 9th ave. at 49th st.,new york,?,?,360
the savannah club,2420 broadway at 89th st.,?,?,american,361
trattoria dell'arte,900 7th ave.  between 56th and 57th sts.,?,212/245-9800,italian,?
triangolo,345 e. 83rd st.,new york,212/472-4488,?,?
tribeca grill,375 greenwich st.  near franklin st.,?,?,?,?
trois jean,154 e. 79th st.  between lexington and 3rd aves.,new york,?,?,365
tse yang,34 e. 51st st.,new york,?,?,366
turkish kitchen,386 3rd ave.  between 27th and 28th sts.,?,?,middle eastern,367
two two two,222 w. 79th st.,new york,?,?,?
veniero's pasticceria,342 e. 11th st.  near 1st ave.,?,?,?,369
verbena,54 irving pl. at 17th st.,?,?,american,370
victor's cafe,52 236 w. 52nd st.,new york,?,?,371
vince & eddie's,70 w. 68th st.,?,212/721-0068,?,?
vong,200 e. 54th st.,?,212/486-9592,?,?
water club,500 e. 30th st.,?,212/683-3333,american,374
west,63rd street steakhouse 44 w. 63rd st.,new york,?,?,?
xunta,174 1st ave.  between 10th and 11th sts.,new york,?,mediterranean,?
zen palate,34 union sq. e at 16th st.,?,?,?,?
zoe,90 prince st.  between broadway and mercer st.,new york,?,american,?
abbey,163 ponce de leon ave.,?,404/876-8532,?,?
aleck's barbecue heaven,783 martin luther king jr. dr.,atlanta,?,?,?
annie's thai castle,3195 roswell rd.,atlanta,404/264-9546,asian,381
anthonys,3109 piedmont rd.  just south of peachtree rd.,?,404/262-7379,?,?
atlanta fish market,265 pharr rd.,?,?,?,?
beesley's of buckhead,260 e. paces ferry road,atlanta,?,continental,?
bertolini's,3500 peachtree rd.  phipps plaza,atlanta,?,?,?
bistango,1100 peachtree st.,?,?,?,?
cafe renaissance,7050 jimmy carter blvd.  norcross,?,?,?,?
camille's,1186 n. highland ave.,?,404/872-7203,italian,?
cassis,3300 peachtree rd.  grand hyatt,?,?,mediterranean,?
city grill,50 hurt plaza,atlanta,404/524-2489,international,?
coco loco,40  buckhead crossing mall on the sidney marcus blvd.,?,404/364-0212,?,391
colonnade restaurant,1879 cheshire bridge rd.,atlanta,?,southern,392
dante's down the hatch  buckhead,3380 peachtree rd.,?,404/266-1600,?,393
dante's down the hatch,underground underground mall  underground atlanta,atlanta,404/577-1800,?,394
fat matt's rib shack,1811 piedmont ave.  near cheshire bridge rd.,?,?,?,395
french quarter food shop,923 peachtree st.  at 8th st.,?,?,?,396
holt bros. bar-b-q,6359 jimmy carter blvd.  at buford hwy.  norcross,?,770/242-3984,barbecue,?
horseradish grill,4320 powers ferry rd.,?,?,?,398
hsu's gourmet,192 peachtree center ave.  at international blvd.,?,?,?,399
imperial fez,2285 peachtree rd.  peachtree battle condominium,?,?,?,?
kamogawa,3300 peachtree rd.  grand hyatt,?,?,?,401
la grotta at ravinia dunwoody rd.,holiday inn/crowne plaza at ravinia  dunwoody,atlanta,?,italian,?
little szechuan,c buford hwy.  northwoods plaza  doraville,?,770/451-0192,asian,?
lowcountry barbecue,6301 roswell rd.  sandy springs plaza  sandy springs,atlanta,404/255-5160,barbecue,?
luna si,1931 peachtree rd.,?,404/355-5993,?,?
mambo restaurante cubano,1402 n. highland ave.,atlanta,404/874-2626,?,406
mckinnon's louisiane,3209 maple dr.,?,?,?,407
mi spia dunwoody rd.,park place  across from perimeter mall  dunwoody,?,?,italian,408
nickiemoto's: a sushi bar,247 buckhead ave.  east village sq.,atlanta,?,fusion,409
palisades,1829 peachtree rd.,?,404/350-6755,?,?
pleasant peasant,555 peachtree st.  at linden ave.,?,?,american,411
pricci,500 pharr rd.,?,404/237-2941,italian,?
r.j.'s uptown kitchen & wine bar,870 n. highland ave.,?,?,american,?
rib ranch,25 irby ave.,?,404/233-7644,?,?
sa tsu ki,3043 buford hwy.,?,404/325-5285,?,?
sato sushi and thai,6050 peachtree pkwy.  norcross,?,?,asian,?
south city kitchen,1144 crescent ave.,?,?,?,417
south of france,2345 cheshire bridge rd.,?,?,?,418
stringer's fish camp and oyster bar,3384 shallowford rd.  chamblee,?,770/458-7145,southern,?
sundown cafe,2165 cheshire bridge rd.,atlanta,404/321-1118,?,?
taste of new orleans,889 w. peachtree st.,?,?,?,421
tomtom,3393 peachtree rd.,atlanta,?,?,422
antonio's,3700 w. flamingo,las vegas,?,?,423
bally's big kitchen,3645 las vegas blvd. s,las vegas,?,?,424
bamboo garden,4850 flamingo rd.,?,702/871-3262,asian,?
battista's hole in the wall,4041 audrie st. at flamingo rd.,las vegas,?,?,?
bertolini's,3570 las vegas blvd. s,?,?,?,427
binion's coffee shop,128 fremont st.,las vegas,702/382-1600,?,?
bistro,3400 las vegas blvd. s,las vegas,702/791-7111,continental,?
broiler,4111 boulder hwy.,las vegas,702/432-7777,american,430
bugsy's diner,3555 las vegas blvd. s,?,?,?,?
cafe michelle,1350 e. flamingo rd.,las vegas,?,american,?
cafe roma,3570 las vegas blvd. s,?,?,coffee shops/diners,?
capozzoli's,3333 s. maryland pkwy.,?,?,?,434
carnival world,3700 w. flamingo rd.,?,?,?,435
center stage plaza hotel,1 main st.,?,?,?,?
circus circus,2880 las vegas blvd. s,las vegas,?,?,?
empress court,3570 las vegas blvd. s,?,702/731-7888,?,438
feast,2411 w. sahara ave.,las vegas,?,?,?
golden nugget hotel,129 e. fremont st.,?,702/385-7111,?,?
golden steer,308 w. sahara ave.,las vegas,702/384-4470,steak houses,?
lillie langtry's,129 e. fremont st.,?,702/385-7111,asian,442
mandarin court,1510 e. flamingo rd.,las vegas,702/737-1234,?,443
margarita's mexican cantina,3120 las vegas blvd. s,?,?,mexican,?
mary's diner,5111 w. boulder hwy.,?,702/454-8073,?,445
mikado,3400 las vegas blvd. s,?,?,asian,?
pamplemousse,400 e. sahara ave.,?,?,continental,447
ralph's diner,3000 las vegas blvd. s,las vegas,702/732-6330,?,448
the bacchanal,3570 las vegas blvd. s,?,702/731-7525,only in las vegas,449
venetian,3713 w. sahara ave.,?,702/876-4190,italian,?
viva mercado's,6182 w. flamingo rd.,las vegas,702/871-8826,?,451
yolie's,3900 paradise rd.,?,?,?,?
2223,2223 market st.,san francisco,415/431-0692,?,?
acquarello,1722 sacramento st.,san francisco,?,?,454
bardelli's,243 o'farrell st.,?,?,?,?
betelnut,2030 union st.,?,415/929-8855,?,?
bistro roti,155 steuart st.,san francisco,?,?,?
bix,56 gold st.,san francisco,?,?,458
bizou,598 fourth st.,?,?,?,459
buca giovanni,800 greenwich st.,?,?,?,460
cafe adriano,3347 fillmore st.,?,?,italian,?
cafe marimba,2317 chestnut st.,?,?,?,?
california culinary academy,625 polk st.,?,?,french,?
capp's corner,1600 powell st.,?,415/989-2589,?,464
carta,1772 market st.,san francisco,?,american,465
chevys,4th and howard sts.,san francisco,?,mexican/latin american/spanish,466
cypress club,500 jackson st.,?,?,?,467
des alpes,732 broadway,san francisco,?,french,?
faz,161 sutter st.,san francisco,415/362-0404,greek and middle eastern,469
fog city diner,1300 battery st.,san francisco,?,?,?
garden court,market and new montgomery sts.,san francisco,415/546-5011,?,?
gaylord's,ghirardelli sq.,san francisco,?,?,?
grand cafe hotel monaco,501 geary st.,san francisco,?,american,473
greens,bldg. a fort mason,?,?,vegetarian,474
harbor village,4 embarcadero center,?,415/781-8833,?,?
harris',2100 van ness ave.,?,?,?,?
harry denton's,161 steuart st.,?,?,american,477
hayes street grill,320 hayes st.,?,415/863-5545,?,478
helmand,430 broadway,san francisco,415/362-0641,?,?
hong kong flower lounge,5322 geary blvd.,san francisco,?,asian,?
hong kong villa,2332 clement st.,?,415/752-8833,?,481
hyde street bistro,1521 hyde st.,san francisco,?,?,?
il fornaio levi's plaza,1265 battery st.,san francisco,?,italian,?
izzy's steak & chop house,3345 steiner st.,san francisco,?,steak houses,?
jack's,615 sacramento st.,san francisco,?,old san francisco,?
kabuto sushi,5116 geary blvd.,san francisco,?,?,486
katia's,600 5th ave.,?,?,,487
kuleto's,221 powell st.,san francisco,?,italian,?
kyo-ya. sheraton palace hotel,2 new montgomery st.  at market st.,?,?,?,?
l'osteria del forno,519 columbus ave.,?,415/982-1124,?,?
le central,453 bush st.,san francisco,?,?,?
le soleil,133 clement st.,?,?,?,?
macarthur park,607 front st.,?,?,american,493
manora,3226 mission st.,?,?,asian,494
maykadeh,470 green st.,?,?,?,?
mccormick & kuleto's,ghirardelli sq.,?,415/929-1730,seafood,496
millennium,246 mcallister st.,?,?,?,?
moose's,1652 stockton st.,san francisco,415/989-7800,?,?
north india,3131 webster st.,?,415/931-1556,asian,499
one market,1 market st.,san francisco,415/777-5577,?,?
oritalia,1915 fillmore st.,san francisco,?,italian,?
pacific pan pacific hotel,500 post st.,?,415/929-2087,?,?
palio d'asti,640 sacramento st.,san francisco,?,?,?
pane e vino,3011 steiner st.,san francisco,415/346-2111,?,?
pastis,1015 battery st.,?,415/391-2555,french,?
perry's,1944 union st.,san francisco,415/922-9022,american,?
r&g lounge,631 b kearny st.,?,?,?,?
rubicon,558 sacramento st.,san francisco,?,american,508
rumpus,1 tillman pl.,?,415/421-2300,?,?
sanppo,1702 post st.,?,?,asian,?
scala's bistro,432 powell st.,?,?,italian,511
south park cafe,108 south park,?,?,french,512
splendido embarcadero,4,san francisco,?,mediterranean,513
stars,150 redwood alley,?,415/861-7827,?,?
stars cafe,500 van ness ave.,san francisco,415/861-4344,?,?
stoyanof's cafe,1240 9th ave.,?,415/664-3664,?,?
straits cafe,3300 geary blvd.,?,?,asian,517
suppenkuche,601 hayes st.,?,?,?,?
tadich grill,240 california st.,san francisco,415/391-2373,?,?
the heights,3235 sacramento st.,?,?,?,?
thepin,298 gough st.,?,415/863-9335,?,521
ton kiang,3148 geary blvd.,san francisco,415/752-4440,?,?
vertigo,600 montgomery st.,san francisco,415/433-7250,?,523
vivande porta via,2125 fillmore st.,?,?,?,524
vivande ristorante,670 golden gate ave.,san francisco,?,?,525
world wrapps,2257 chestnut st.,?,?,?,526
wu kong,101 spear st.,san francisco,415/957-9300,asian,?
yank sing,427 battery st.,san francisco,?,?,528
yaya cuisine,1220 9th ave.,?,415/566-6966,greek and middle eastern,?
yoyo tsumami bistro,1611 post st.,?,?,french,530
zarzuela,2000 hyde st.,san francisco,415/346-0800,?,?
zuni cafe & grill,1658 market st.,?,?,?,?
apple pan  the,10801 w. pico blvd.,?,?,american,?
asahi ramen,2027 sawtelle blvd.,west la,310-479-2231,?,?
baja fresh,3345 kimber dr.,?,805-498-4049,?,536
belvedere  the,9882 little santa monica blvd.,beverly hills,?,?,537
benita's frites,1433 third st. promenade,?,?,fast food,538
bernard's,515 s. olive st.,?,?,continental,539
bistro 45,45 s. mentor ave.,?,?,californian,?
brent's deli,19565 parthenia ave.,?,?,?,?
brighton coffee shop,9600 brighton way,?,310-276-7732,coffee shops,542
bristol farms market cafe,1570 rosecrans ave. s.,pasadena,?,?,?
bruno's,3838 centinela ave.,mar vista,?,italian,?
cafe '50s,838 lincoln blvd.,?,310-399-1955,american,?
cafe blanc,9777 little santa monica blvd.,?,?,?,546
cassell's,3266 w. sixth st.,?,?,hamburgers,?
chez melange,1716 pch,?,310-540-1222,eclectic,?
diaghilev,1020 n. san vicente blvd.,w. hollywood,?,?,?
don antonio's,1136 westwood blvd.,?,310-209-1422,?,?
duke's,8909 sunset blvd.,?,310-652-3100,?,?
falafel king,1059 broxton ave.,?,?,?,?
feast from the east,1949 westwood blvd.,?,?,?,553
gumbo pot  the,6333 w. third st.,?,?,?,?
hollywood hills coffee shop,6145 franklin ave.,hollywood,?,?,555
indo cafe,10428 1/2 national blvd.,?,310-815-1290,?,?
jan's family restaurant,8424 beverly blvd.,?,?,?,?
jiraffe,502 santa monica blvd,?,310-917-6671,californian,558
jody maroni's sausage kingdom,2011 ocean front walk,?,310-306-1995,?,559
joe's,1023 abbot kinney blvd.,?,310-399-5811,american (new),?
john o'groats,10516 w. pico blvd.,west la,?,?,561
johnnie's pastrami,4017 s. sepulveda blvd.,?,310-397-6654,delis,?
johnny reb's southern smokehouse,4663 long beach blvd.,long beach,?,southern/soul,?
johnny rockets (la),7507 melrose ave.,la,?,?,?
killer shrimp,4000 colfax ave.,?,818-508-1570,?,?
kokomo cafe,6333 w. third st.,?,?,?,?
koo koo roo,8393 w. beverly blvd.,?,213-655-9045,chicken,?
la cachette,10506 little santa monica blvd.,century city,310-470-4992,french (new),?
la salsa (la),22800 pch,malibu,310-456-6299,?,?
la serenata de garibaldi,1842 e. first,?,?,mexican/tex-mex,570
langer's,704 s. alvarado st.,?,?,?,?
local nochol,30869 thousand oaks blvd.,westlake village,818-706-7706,?,?
main course  the,10509 w. pico blvd.,rancho park,310-475-7564,?,573
mani's bakery & espresso bar,519 s. fairfax ave.,la,?,desserts,?
martha's,22nd street grill 25 22nd,st. hermosa beach,?,american,?
maxwell's cafe,13329 washington blvd.,?,310-306-7829,?,?
michael's (los angeles),1147 third st.,santa monica,?,?,577
mishima,8474 w. third st.,la,?,?,578
mo better meatty meat,7261 melrose ave.,la,213-935-5280,hamburgers,?
mulberry st.,17040 ventura blvd.,encino,?,?,580
ocean park cafe,3117 ocean park blvd.,santa monica,?,american,?
ocean star,145 n. atlantic blvd.,?,818-308-2128,?,?
original pantry bakery,875 s. figueroa st. downtown,?,?,diners,?
parkway grill,510 s. arroyo pkwy.,?,818-795-1001,?,?
pho hoa,642 broadway,chinatown,213-626-5530,?,?
pink's famous chili dogs,709 n. la brea ave.,?,213-931-4223,hot dogs,586
poquito mas,2635 w. olive ave.,burbank,?,mexican,587
r-23,923 e. third st.,?,213-687-7178,japanese,588
rae's,2901 pico blvd.,santa monica,?,?,589
rubin's red hots,15322 ventura blvd.,?,?,hot dogs,590
ruby's (la),45 s. fair oaks ave.,pasadena,818-796-7829,diners,?
russell's burgers,1198 pch,?,?,?,?
ruth's chris steak house (los angeles),224 s. beverly dr.,?,?,steakhouses,?
shiro,1505 mission st. s.,?,?,?,?
sushi nozawa,11288 ventura blvd.,studio city,?,?,?
sweet lady jane,8360 melrose ave.,?,?,?,?
taiko,11677 san vicente blvd.,?,?,noodle shops,?
tommy's,2575 beverly blvd.,la,?,hamburgers,?
uncle bill's pancake house,1305 highland ave.,manhattan beach,310-545-5177,?,?
water grill,544 s. grand ave.,los angeles,213-891-0900,?,?
zankou chicken,1415 e. colorado st.,?,?,?,601
afghan kebab house,764 ninth ave.,?,212-307-1612,?,?
arcadia,21 e. 62nd st.,new york city,?,american (new),603
benny's burritos,93 ave. a,?,212-254-2054,?,604
cafe con leche,424 amsterdam ave.,new york city,?,?,605
corner bistro,331 w. fourth st.,new york city,212-242-9502,?,606
cucina della fontana,368 bleecker st.,?,?,?,?
cucina di pesce,87 e. fourth st.,?,212-260-6800,?,608
darbar,44 w. 56th st.,new york city,212-432-7227,?,?
ej's luncheonette,432 sixth ave.,?,?,?,610
edison cafe,228 w. 47th st.,new york city,?,diners,?
elias corner,24-02 31st st.,?,?,?,?
good enough to eat,483 amsterdam ave.,?,212-496-0163,?,613
gray's papaya,2090 broadway,?,?,hot dogs,614
il mulino,86 w. third st.,?,?,?,615
jackson diner,37-03 74th st.,?,718-672-1232,?,?
joe's shanghai,9 pell st.,?,718-539-3838,chinese,?
john's pizzeria,48 w. 65th st.,?,212-721-7001,pizza,618
kelley & ping,127 greene st.,new york city,?,pan-asian,?
kiev,117 second ave.,?,?,ukrainian,620
kuruma zushi,2nd fl.,?,?,?,?
la caridad,2199 broadway,?,?,?,?
la grenouille,3 e. 52nd st.,?,212-752-1495,?,?
lemongrass grill,61a seventh ave.,?,?,?,?
lombardi's,32 spring st.,new york city,?,?,?
marnie's noodle shop,466 hudson st.,new york city,?,asian,?
menchanko-tei,39 w. 55th st.,?,?,?,?
mitali east-west,296 bleecker st.,?,212-989-1367,?,628
monsoon (ny),435 amsterdam ave.,?,?,thai,?
moustache,405 atlantic ave.,brooklyn,718-852-5555,middle eastern,?
nobu,105 hudson st.,new york city,?,?,631
one if by land  tibs,17 barrow st.,?,212-228-0822,continental,632
oyster bar,lower level,?,?,?,?
palm,837 second ave.,?,?,steakhouses,634
palm too,840 second ave.,new york city,212-697-5198,steakhouses,635
patsy's pizza,19 old fulton st.,?,?,pizza,?
peter luger steak house,178 broadway,?,718-387-7400,?,?
rose of india,308 e. sixth st.,?,212-533-5011,?,638
sam's noodle shop,411 third ave.,?,?,?,?
sarabeth's,1295 madison ave.,?,212-410-7335,american,640
sparks steak house,210 e. 46th st.,?,?,steakhouses,?
stick to your ribs,5-16 51st ave.,queens,?,bbq,?
sushisay,38 e. 51st st.,new york city,?,?,?
sylvia's,328 lenox ave.,?,212-996-0660,southern/soul,?
szechuan hunan cottage,1588 york ave.,new york city,212-535-5223,chinese,?
szechuan kitchen,1460 first ave.,new york city,212-249-4615,?,646
teresa's,80 montague st.,?,?,polish,?
thai house cafe,151 hudson st.,new york city,?,?,?
thailand restaurant,106 bayard st.,?,?,?,?
veselka,144 second ave.,new york city,212-228-9682,ukrainian,650
westside cottage,689 ninth ave.,?,212-245-0800,?,?
windows on the world,107th fl.,new york city,212-524-7000,?,?
wollensky's grill,205 e. 49th st.,?,?,?,653
yama,122 e. 17th st.,new york city,?,?,654
zarela,953 second ave.,new york city,?,mexican,?
andre's french restaurant,401 s. 6th st.,?,?,french (classic),656
buccaneer bay club,3300 las vegas blvd. s.,las vegas,?,?,?
buzio's in the rio,3700 w. flamingo rd.,las vegas,?,seafood,?
emeril's new orleans fish house,3799 las vegas blvd. s.,las vegas,702-891-7374,?,?
fiore rotisserie & grille,3700 w. flamingo rd.,?,702-252-7702,italian,?
hugo's cellar,202 e. fremont st.,?,702-385-4011,continental,661
madame ching's,3300 las vegas blvd. s.,?,?,?,?
mayflower cuisinier,4750 w. sahara ave.,?,702-870-8432,?,?
michael's (las vegas),3595 las vegas blvd. s.,las vegas,?,continental,664
monte carlo,3145 las vegas blvd. s.,las vegas,?,?,665
moongate,3400 las vegas blvd. s.,las vegas,?,chinese,666
morton's of chicago (las vegas),3200 las vegas blvd. s.,?,?,?,?
nicky blair's,3925 paradise rd.,?,?,?,?
piero's restaurant,355 convention center dr.,?,?,?,?
spago (las vegas),3500 las vegas blvd. s.,las vegas,702-369-6300,californian,670
steakhouse  the,128 e. fremont st.,?,?,?,?
stefano's,129 fremont st.,las vegas,702-385-7111,?,672
sterling brunch,3645 las vegas blvd. s.,?,?,eclectic,673
tre visi,3799 las vegas blvd. s.,las vegas,702-891-7331,?,?
103 west,103 w. paces ferry rd.,?,404-233-5993,continental,?
alon's at the terrace,659 peachtree st.,?,404-724-0444,?,676
baker's cajun cafe,1134 euclid ave.,?,?,cajun/creole,677
barbecue kitchen,1437 virginia ave.,?,404-766-9906,bbq,?
bistro  the,56 e. andrews dr. nw,atlanta,?,?,679
bobby & june's kountry kitchen,375 14th st.,atlanta,?,?,680
bradshaw's restaurant,2911 s. pharr court,?,?,?,681
brookhaven cafe,4274 peachtree rd.,?,?,vegetarian,?
cafe sunflower,5975 roswell rd.,atlanta,?,?,?
canoe,4199 paces ferry rd.,atlanta,?,american (new),?
carey's,1021 cobb pkwy. se,marietta,770-422-8042,?,685
carey's corner,1215 powers ferry rd.,?,770-933-0909,?,?
chops,70 w. paces ferry rd.,atlanta,?,?,687
chopstix,4279 roswell rd.,atlanta,404-255-4868,chinese,688
deacon burton's soulfood restaurant,1029 edgewood ave. se,?,?,?,?
eats,600 ponce de leon ave.,atlanta,?,italian,690
flying biscuit  the,1655 mclendon ave.,atlanta,404-687-8888,eclectic,?
frijoleros,1031 peachtree st. ne,atlanta,?,?,?
greenwood's,1087 green st.,?,?,?,693
harold's barbecue,171 mcdonough blvd.,?,?,bbq,?
havana sandwich shop,2905 buford hwy.,?,404-636-4094,cuban,695
house of chan,2469 cobb pkwy.,?,?,chinese,696
indian delights,3675 satellite blvd.,?,?,indian,697
java jive,790 ponce de leon ave.,atlanta,404-876-6161,?,?
johnny rockets (at),2970 cobb pkwy.,?,770-955-6068,american,?
kalo's coffee house,1248 clairmont rd.,decatur,?,coffeehouses,?
la fonda latina,4427 roswell rd.,?,?,spanish,?
lettuce souprise you (at),3525 mall blvd.,duluth,770-418-9969,?,?
majestic,1031 ponce de leon ave.,?,?,?,703
morton's of chicago (atlanta),303 peachtree st. ne,atlanta,?,steakhouses,704
my thai,1248 clairmont rd.,atlanta,?,thai,?
nava,3060 peachtree rd.,?,404-240-1984,?,?
nuevo laredo cantina,1495 chattahoochee ave. nw,atlanta,404-352-9009,mexican,707
original pancake house (at),4330 peachtree rd.,?,?,?,?
palm  the (atlanta),3391 peachtree rd. ne,?,?,steakhouses,?
rainbow restaurant,2118 n. decatur rd.,?,?,?,?
ritz-carlton cafe (atlanta),181 peachtree st.,?,?,american (new),?
riviera,519 e. paces ferry rd.,?,?,?,712
silver skillet  the,200 14th st. nw,atlanta,404-874-1388,?,?
soto,3330 piedmont rd.,atlanta,?,?,?
thelma's kitchen,764 marietta st. nw,atlanta,404-688-5855,?,?
tortillas,774 ponce de leon ave. ne,?,?,?,?
van gogh's restaurant & bar,70 w. crossville rd.,roswell,770-993-1156,?,?
veggieland,220 sandy springs circle,?,404-231-3111,vegetarian,?
white house restaurant,3172 peachtree rd. ne,atlanta,404-237-7601,diners,719
zab-e-lee,4837 old national hwy.,?,?,?,720
bill's place,2315 clement st.,san francisco,415-221-5262,?,?
cafe flore,2298 market st.,san francisco,?,californian,?
caffe greco,423 columbus ave.,?,415-397-6261,continental,?
campo santo,240 columbus ave.,san francisco,415-433-9623,mexican,?
cha cha cha's,1805 haight st.,?,?,?,?
doidge's,2217 union st.,san francisco,?,?,?
dottie's true blue cafe,522 jones st.,?,415-885-2767,?,?
dusit thai,3221 mission st.,?,415-826-4639,thai,?
ebisu,1283 ninth ave.,san francisco,?,japanese,729
emerald garden restaurant,1550 california st.,san francisco,?,?,?
eric's chinese restaurant,1500 church st.,?,?,?,731
hamburger mary's,1582 folsom st.,san francisco,415-626-1985,?,732
kelly's on trinity,333 bush st.,?,415-362-4454,californian,?
la cumbre,515 valencia st.,san francisco,?,mexican,?
la mediterranee,288 noe st.,san francisco,415-431-7210,?,?
la taqueria,2889 mission st.,san francisco,415-285-7117,?,?
mario's bohemian cigar store cafe,2209 polk st.,?,?,italian,737
marnee thai,2225 irving st.,san francisco,?,?,?
mel's drive-in,3355 geary st.,?,?,?,739
mo's burgers,1322 grant st.,san francisco,?,?,740
phnom penh cambodian restaurant,631 larkin st.,?,?,cambodian,?
roosevelt tamale parlor,2817 24th st.,san francisco,415-550-9213,?,?
sally's cafe & bakery,300 de haro st.,?,?,?,?
san francisco bbq,1328 18th st.,?,?,thai,744
slanted door,584 valencia st.,?,?,?,?
swan oyster depot,1517 polk st.,san francisco,415-673-1101,?,746
thep phanom,400 waller st.,?,?,?,747
ti couz,3108 16th st.,san francisco,415-252-7373,?,?
trio cafe,1870 fillmore st.,?,?,?,?
tu lan,8 sixth st.,?,415-626-0927,?,750
vicolo pizzeria,201 ivy st.,?,415-863-2382,?,?
wa-ha-ka oaxaca mexican grill,2141 polk st.,?,415-775-1055,mexican,?
