name,addr,city,phone,type,class
republic,37a union sq. w  between 16th and 17th sts.,new york,?,?,?
roettelle a. g,126 e. 7th st.  between 1st ave. and ave. a,?,212/674-4140,?,?
rosa mexicano,1063 1st ave. at 58th st.,new york,212/753-7407,?,?
ruth's chris,148 w. 51st st.,?,212/245-9600,?,338
s.p.q.r,133 mulberry st.  between hester and grand sts.,new york,212/925-3120,?,339
sal anthony's,55 irving pl.,new york,?,?,?
sammy's roumanian steak house,157 chrystie st. at delancey st.,new york,?,east european,341
san pietro,18 e. 54th st.,new york,212/753-9015,italian,342
sant ambroeus,1000 madison ave.  between 77th and 78th sts.,new york,212/570-2211,?,?
sarabeth's kitchen,423 amsterdam ave.  between 80th and 81st sts.,?,212/496-6280,american,344
sea grill,19 w. 49th st.,?,?,?,345
serendipity,3 225 e. 60th st.,new york,212/838-3531,?,346
seventh regiment mess and bar,643 park ave. at 66th st.,?,212/744-4107,american,347
sfuzzi,58 w. 65th st.,?,?,american,348
shaan,57 w. 48th st.,new york,?,asian,?
sofia fabulous pizza,1022 madison ave.  near 79th st.,?,?,italian,?
spring street natural restaurant & bar,62 spring st. at lafayette st.,new york,?,?,351
stage deli,834 7th ave.  between 53rd and 54th sts.,?,212/245-7850,?,?
stingray,428 amsterdam ave.  between 80th and 81st sts.,new york,212/501-7515,?,?
sweet'n'tart cafe,76 mott st. at canal st.,?,?,?,?
t salon,143 mercer st. at prince st.,?,?,coffee bar,355
tang pavillion,65 w. 55th st.,?,212/956-6888,asian,356
tapika,950 8th ave. at 56th st.,?,?,american,?
teresa's,103 1st ave.  between 6th and 7th sts.,?,212/228-0604,?,358
terrace,400 w. 119th st.  between amsterdam and morningside aves.,new york,?,?,359
the coffee pot,350 9th ave. at 49th st.,new york,?,?,?
the savannah club,2420 broadway at 89th st.,new york,?,american,?
trattoria dell'arte,900 7th ave.  between 56th and 57th sts.,new york,?,?,?
triangolo,345 e. 83rd st.,new york,212/472-4488,?,363
tribeca grill,375 greenwich st.  near franklin st.,?,?,?,?
trois jean,154 e. 79th st.  between lexington and 3rd aves.,new york,?,coffee bar,365
tse yang,34 e. 51st st.,?,?,?,366
turkish kitchen,386 3rd ave.  between 27th and 28th sts.,new york,212/679-1810,?,?
two two two,222 w. 79th st.,?,?,?,368
veniero's pasticceria,342 e. 11th st.  near 1st ave.,?,?,?,?
verbena,54 irving pl. at 17th st.,new york,?,?,?
victor's cafe,52 236 w. 52nd st.,new york,?,?,?
vince & eddie's,70 w. 68th st.,?,?,american,372
vong,200 e. 54th st.,new york,212/486-9592,american,?
water club,500 e. 30th st.,new york,?,american,374
west,63rd street steakhouse 44 w. 63rd st.,new york,212/246-6363,?,?
xunta,174 1st ave.  between 10th and 11th sts.,?,212/614-0620,mediterranean,376
zen palate,34 union sq. e at 16th st.,?,212/614-9291,?,?
zoe,90 prince st.  between broadway and mercer st.,new york,212/966-6722,american,378
abbey,163 ponce de leon ave.,?,404/876-8532,?,?
aleck's barbecue heaven,783 martin luther king jr. dr.,?,404/525-2062,barbecue,380
annie's thai castle,3195 roswell rd.,atlanta,404/264-9546,?,?
anthonys,3109 piedmont rd.  just south of peachtree rd.,?,404/262-7379,?,?
atlanta fish market,265 pharr rd.,?,404/262-3165,?,?
beesley's of buckhead,260 e. paces ferry road,?,?,?,384
bertolini's,3500 peachtree rd.  phipps plaza,?,404/233-2333,italian,?
bistango,1100 peachtree st.,?,?,mediterranean,386
cafe renaissance,7050 jimmy carter blvd.  norcross,?,770/441--0291,?,?
camille's,1186 n. highland ave.,atlanta,?,?,?
cassis,3300 peachtree rd.  grand hyatt,atlanta,?,?,389
city grill,50 hurt plaza,?,404/524-2489,?,?
coco loco,40  buckhead crossing mall on the sidney marcus blvd.,?,?,caribbean,391
colonnade restaurant,1879 cheshire bridge rd.,atlanta,?,?,?
dante's down the hatch  buckhead,3380 peachtree rd.,?,?,continental,393
dante's down the hatch,underground underground mall  underground atlanta,?,404/577-1800,continental,394
fat matt's rib shack,1811 piedmont ave.  near cheshire bridge rd.,?,404/607-1622,?,?
french quarter food shop,923 peachtree st.  at 8th st.,?,?,southern,396
holt bros. bar-b-q,6359 jimmy carter blvd.  at buford hwy.  norcross,?,?,barbecue,?
horseradish grill,4320 powers ferry rd.,?,404/255-7277,southern,?
hsu's gourmet,192 peachtree center ave.  at international blvd.,?,404/659-2788,asian,399
imperial fez,2285 peachtree rd.  peachtree battle condominium,?,404/351-0870,?,?
kamogawa,3300 peachtree rd.  grand hyatt,?,404/841-0314,asian,401
la grotta at ravinia dunwoody rd.,holiday inn/crowne plaza at ravinia  dunwoody,?,?,italian,?
little szechuan,c buford hwy.  northwoods plaza  doraville,?,?,asian,403
lowcountry barbecue,6301 roswell rd.  sandy springs plaza  sandy springs,atlanta,404/255-5160,barbecue,404
luna si,1931 peachtree rd.,atlanta,404/355-5993,continental,?
mambo restaurante cubano,1402 n. highland ave.,atlanta,404/874-2626,?,?
mckinnon's louisiane,3209 maple dr.,atlanta,?,?,?
mi spia dunwoody rd.,park place  across from perimeter mall  dunwoody,atlanta,770/393-1333,?,?
nickiemoto's: a sushi bar,247 buckhead ave.  east village sq.,atlanta,404/842-0334,?,?
palisades,1829 peachtree rd.,atlanta,?,continental,410
pleasant peasant,555 peachtree st.  at linden ave.,?,404/874-3223,american,?
pricci,500 pharr rd.,?,404/237-2941,?,?
r.j.'s uptown kitchen & wine bar,870 n. highland ave.,?,404/875-7775,american,?
rib ranch,25 irby ave.,atlanta,404/233-7644,?,414
sa tsu ki,3043 buford hwy.,atlanta,404/325-5285,asian,415
sato sushi and thai,6050 peachtree pkwy.  norcross,atlanta,770/449-0033,?,416
south city kitchen,1144 crescent ave.,atlanta,?,southern,?
south of france,2345 cheshire bridge rd.,?,404/325-6963,?,418
stringer's fish camp and oyster bar,3384 shallowford rd.  chamblee,?,770/458-7145,southern,419
sundown cafe,2165 cheshire bridge rd.,atlanta,?,american,420
taste of new orleans,889 w. peachtree st.,?,?,?,?
tomtom,3393 peachtree rd.,?,?,?,?
antonio's,3700 w. flamingo,?,702/252-7737,italian,423
bally's big kitchen,3645 las vegas blvd. s,las vegas,702/739-4111,buffets,?
bamboo garden,4850 flamingo rd.,las vegas,702/871-3262,asian,425
battista's hole in the wall,4041 audrie st. at flamingo rd.,?,?,italian,?
bertolini's,3570 las vegas blvd. s,las vegas,702/735-4663,italian,?
binion's coffee shop,128 fremont st.,las vegas,?,coffee shops/diners,?
bistro,3400 las vegas blvd. s,las vegas,702/791-7111,?,?
broiler,4111 boulder hwy.,las vegas,702/432-7777,?,430
bugsy's diner,3555 las vegas blvd. s,las vegas,702/733-3111,coffee shops/diners,431
cafe michelle,1350 e. flamingo rd.,?,702/735-8686,?,432
cafe roma,3570 las vegas blvd. s,las vegas,?,?,433
capozzoli's,3333 s. maryland pkwy.,?,?,?,?
carnival world,3700 w. flamingo rd.,las vegas,702/252-7777,buffets,?
center stage plaza hotel,1 main st.,las vegas,702/386-2512,?,?
circus circus,2880 las vegas blvd. s,las vegas,?,buffets,437
empress court,3570 las vegas blvd. s,las vegas,702/731-7888,?,438
feast,2411 w. sahara ave.,?,?,buffets,439
golden nugget hotel,129 e. fremont st.,?,702/385-7111,?,440
golden steer,308 w. sahara ave.,las vegas,?,steak houses,441
lillie langtry's,129 e. fremont st.,las vegas,702/385-7111,asian,442
mandarin court,1510 e. flamingo rd.,?,?,?,?
margarita's mexican cantina,3120 las vegas blvd. s,las vegas,702/794-8200,mexican,444
mary's diner,5111 w. boulder hwy.,?,702/454-8073,?,445
mikado,3400 las vegas blvd. s,las vegas,702/791-7111,asian,?
pamplemousse,400 e. sahara ave.,?,?,continental,?
ralph's diner,3000 las vegas blvd. s,?,?,?,448
the bacchanal,3570 las vegas blvd. s,las vegas,702/731-7525,?,?
venetian,3713 w. sahara ave.,?,?,italian,?
viva mercado's,6182 w. flamingo rd.,las vegas,?,?,451
yolie's,3900 paradise rd.,las vegas,?,steak houses,452
2223,2223 market st.,san francisco,415/431-0692,american,453
acquarello,1722 sacramento st.,?,?,italian,454
bardelli's,243 o'farrell st.,?,?,?,?
betelnut,2030 union st.,san francisco,415/929-8855,?,456
bistro roti,155 steuart st.,san francisco,?,?,?
bix,56 gold st.,san francisco,415/433-6300,american,?
bizou,598 fourth st.,san francisco,?,french,459
buca giovanni,800 greenwich st.,san francisco,415/776-7766,italian,460
cafe adriano,3347 fillmore st.,san francisco,415/474-4180,italian,461
cafe marimba,2317 chestnut st.,?,415/776-1506,mexican/latin american/spanish,462
california culinary academy,625 polk st.,?,415/771-3500,?,?
capp's corner,1600 powell st.,?,415/989-2589,?,?
carta,1772 market st.,san francisco,415/863-3516,american,?
chevys,4th and howard sts.,?,415/543-8060,?,466
cypress club,500 jackson st.,?,415/296-8555,american,467
des alpes,732 broadway,san francisco,?,french,468
faz,161 sutter st.,san francisco,415/362-0404,greek and middle eastern,469
fog city diner,1300 battery st.,san francisco,415/982-2000,american,470
garden court,market and new montgomery sts.,san francisco,?,old san francisco,471
gaylord's,ghirardelli sq.,?,?,asian,?
grand cafe hotel monaco,501 geary st.,?,?,?,?
greens,bldg. a fort mason,san francisco,?,vegetarian,474
harbor village,4 embarcadero center,san francisco,?,?,475
harris',2100 van ness ave.,?,415/673-1888,?,?
harry denton's,161 steuart st.,san francisco,415/882-1333,american,?
hayes street grill,320 hayes st.,san francisco,415/863-5545,seafood,?
helmand,430 broadway,san francisco,415/362-0641,greek and middle eastern,479
hong kong flower lounge,5322 geary blvd.,?,415/668-8998,asian,480
hong kong villa,2332 clement st.,san francisco,?,?,481
hyde street bistro,1521 hyde st.,san francisco,415/441-7778,?,482
il fornaio levi's plaza,1265 battery st.,?,415/986-0100,italian,?
izzy's steak & chop house,3345 steiner st.,san francisco,?,steak houses,484
jack's,615 sacramento st.,?,?,old san francisco,?
kabuto sushi,5116 geary blvd.,san francisco,415/752-5652,asian,486
katia's,600 5th ave.,?,415/668-9292,,487
kuleto's,221 powell st.,san francisco,?,italian,?
kyo-ya. sheraton palace hotel,2 new montgomery st.  at market st.,san francisco,?,?,?
l'osteria del forno,519 columbus ave.,?,?,italian,490
le central,453 bush st.,san francisco,415/391-2233,?,491
le soleil,133 clement st.,san francisco,?,?,?
macarthur park,607 front st.,san francisco,415/398-5700,american,?
manora,3226 mission st.,?,?,asian,494
maykadeh,470 green st.,san francisco,?,greek and middle eastern,495
mccormick & kuleto's,ghirardelli sq.,?,415/929-1730,?,?
millennium,246 mcallister st.,?,415/487-9800,?,497
moose's,1652 stockton st.,san francisco,415/989-7800,?,498
north india,3131 webster st.,san francisco,?,?,499
one market,1 market st.,?,415/777-5577,?,500
oritalia,1915 fillmore st.,san francisco,415/346-1333,italian,?
pacific pan pacific hotel,500 post st.,?,415/929-2087,french,502
palio d'asti,640 sacramento st.,?,?,italian,?
pane e vino,3011 steiner st.,san francisco,?,?,?
pastis,1015 battery st.,?,?,french,?
perry's,1944 union st.,?,415/922-9022,american,?
r&g lounge,631 b kearny st.,?,415/982-7877,?,507
rubicon,558 sacramento st.,?,415/434-4100,american,?
rumpus,1 tillman pl.,?,?,american,?
sanppo,1702 post st.,?,415/346-3486,asian,510
scala's bistro,432 powell st.,?,?,italian,511
south park cafe,108 south park,san francisco,415/495-7275,french,?
splendido embarcadero,4,?,?,?,513
stars,150 redwood alley,?,?,?,514
stars cafe,500 van ness ave.,san francisco,?,american,515
stoyanof's cafe,1240 9th ave.,san francisco,415/664-3664,greek and middle eastern,516
straits cafe,3300 geary blvd.,san francisco,415/668-1783,asian,517
suppenkuche,601 hayes st.,san francisco,?,russian/german,518
tadich grill,240 california st.,san francisco,415/391-2373,seafood,?
the heights,3235 sacramento st.,san francisco,415/474-8890,french,520
thepin,298 gough st.,?,415/863-9335,?,521
ton kiang,3148 geary blvd.,?,415/752-4440,asian,522
vertigo,600 montgomery st.,?,?,?,523
vivande porta via,2125 fillmore st.,?,415/346-4430,?,?
vivande ristorante,670 golden gate ave.,san francisco,?,italian,?
world wrapps,2257 chestnut st.,?,?,american,526
wu kong,101 spear st.,?,415/957-9300,asian,527
yank sing,427 battery st.,?,415/541-4949,asian,528
yaya cuisine,1220 9th ave.,?,?,greek and middle eastern,529
yoyo tsumami bistro,1611 post st.,?,?,french,530
zarzuela,2000 hyde st.,?,415/346-0800,mexican/latin american/spanish,531
zuni cafe & grill,1658 market st.,?,?,mediterranean,?
apple pan  the,10801 w. pico blvd.,west la,310-475-3585,?,?
asahi ramen,2027 sawtelle blvd.,?,?,?,?
baja fresh,3345 kimber dr.,westlake village,?,mexican,536
belvedere  the,9882 little santa monica blvd.,?,310-788-2306,?,537
benita's frites,1433 third st. promenade,?,310-458-2889,fast food,538
bernard's,515 s. olive st.,?,213-612-1580,?,539
bistro 45,45 s. mentor ave.,?,?,californian,540
brent's deli,19565 parthenia ave.,northridge,818-886-5679,delis,?
brighton coffee shop,9600 brighton way,beverly hills,?,coffee shops,542
bristol farms market cafe,1570 rosecrans ave. s.,?,310-643-5229,californian,543
bruno's,3838 centinela ave.,?,?,?,544
cafe '50s,838 lincoln blvd.,venice,310-399-1955,american,545
cafe blanc,9777 little santa monica blvd.,beverly hills,?,pacific new wave,546
cassell's,3266 w. sixth st.,la,213-480-8668,hamburgers,547
chez melange,1716 pch,?,?,?,548
diaghilev,1020 n. san vicente blvd.,?,310-854-1111,russian,?
don antonio's,1136 westwood blvd.,westwood,?,?,550
duke's,8909 sunset blvd.,w. hollywood,?,?,?
falafel king,1059 broxton ave.,westwood,310-208-4444,middle eastern,552
feast from the east,1949 westwood blvd.,?,?,?,?
gumbo pot  the,6333 w. third st.,?,213-933-0358,cajun/creole,554
hollywood hills coffee shop,6145 franklin ave.,hollywood,?,?,?
indo cafe,10428 1/2 national blvd.,la,310-815-1290,indonesian,?
jan's family restaurant,8424 beverly blvd.,la,213-651-2866,?,557
jiraffe,502 santa monica blvd,santa monica,?,?,558
jody maroni's sausage kingdom,2011 ocean front walk,venice,?,?,559
joe's,1023 abbot kinney blvd.,venice,310-399-5811,american (new),?
john o'groats,10516 w. pico blvd.,?,310-204-0692,?,561
johnnie's pastrami,4017 s. sepulveda blvd.,culver city,310-397-6654,?,562
johnny reb's southern smokehouse,4663 long beach blvd.,?,310-423-7327,southern/soul,563
johnny rockets (la),7507 melrose ave.,la,?,american,?
killer shrimp,4000 colfax ave.,?,?,seafood,565
kokomo cafe,6333 w. third st.,?,?,american,?
koo koo roo,8393 w. beverly blvd.,la,213-655-9045,chicken,567
la cachette,10506 little santa monica blvd.,?,310-470-4992,?,568
la salsa (la),22800 pch,?,?,?,?
la serenata de garibaldi,1842 e. first,st. boyle hts.,213-265-2887,mexican/tex-mex,?
langer's,704 s. alvarado st.,?,?,?,571
local nochol,30869 thousand oaks blvd.,?,?,health food,?
main course  the,10509 w. pico blvd.,?,310-475-7564,american,?
mani's bakery & espresso bar,519 s. fairfax ave.,?,213-938-8800,?,?
martha's,22nd street grill 25 22nd,?,?,american,575
maxwell's cafe,13329 washington blvd.,marina del rey,310-306-7829,?,?
michael's (los angeles),1147 third st.,santa monica,310-451-0843,californian,?
mishima,8474 w. third st.,la,213-782-0181,noodle shops,?
mo better meatty meat,7261 melrose ave.,?,213-935-5280,hamburgers,579
mulberry st.,17040 ventura blvd.,?,?,?,?
ocean park cafe,3117 ocean park blvd.,santa monica,?,?,581
ocean star,145 n. atlantic blvd.,monterey park,818-308-2128,seafood,582
original pantry bakery,875 s. figueroa st. downtown,la,213-627-6879,?,583
parkway grill,510 s. arroyo pkwy.,pasadena,818-795-1001,?,?
pho hoa,642 broadway,chinatown,?,?,585
pink's famous chili dogs,709 n. la brea ave.,la,213-931-4223,hot dogs,?
poquito mas,2635 w. olive ave.,?,818-563-2252,mexican,?
r-23,923 e. third st.,los angeles,?,?,?
rae's,2901 pico blvd.,?,?,?,?
rubin's red hots,15322 ventura blvd.,encino,?,?,?
ruby's (la),45 s. fair oaks ave.,?,818-796-7829,?,?
russell's burgers,1198 pch,?,310-596-9556,hamburgers,?
ruth's chris steak house (los angeles),224 s. beverly dr.,beverly hills,310-859-8744,?,593
shiro,1505 mission st. s.,pasadena,818-799-4774,?,?
sushi nozawa,11288 ventura blvd.,studio city,?,japanese,595
sweet lady jane,8360 melrose ave.,?,?,desserts,596
taiko,11677 san vicente blvd.,?,310-207-7782,noodle shops,597
tommy's,2575 beverly blvd.,la,?,hamburgers,?
uncle bill's pancake house,1305 highland ave.,?,310-545-5177,diners,599
water grill,544 s. grand ave.,los angeles,?,seafood,600
zankou chicken,1415 e. colorado st.,glendale,818-244-1937,middle eastern,?
afghan kebab house,764 ninth ave.,?,212-307-1612,afghan,602
arcadia,21 e. 62nd st.,new york city,?,american (new),603
benny's burritos,93 ave. a,new york city,212-254-2054,?,?
cafe con leche,424 amsterdam ave.,new york city,212-595-7000,cuban,605
corner bistro,331 w. fourth st.,new york city,212-242-9502,?,?
cucina della fontana,368 bleecker st.,new york city,?,italian,607
cucina di pesce,87 e. fourth st.,?,212-260-6800,?,608
darbar,44 w. 56th st.,new york city,?,indian,609
ej's luncheonette,432 sixth ave.,?,212-473-5555,?,610
edison cafe,228 w. 47th st.,new york city,212-840-5000,?,611
elias corner,24-02 31st st.,?,718-932-1510,greek,?
good enough to eat,483 amsterdam ave.,?,?,?,613
gray's papaya,2090 broadway,new york city,?,hot dogs,614
il mulino,86 w. third st.,?,?,?,615
jackson diner,37-03 74th st.,?,?,?,?
joe's shanghai,9 pell st.,?,718-539-3838,chinese,617
john's pizzeria,48 w. 65th st.,?,?,pizza,?
kelley & ping,127 greene st.,?,?,?,619
kiev,117 second ave.,?,212-674-4040,?,?
kuruma zushi,2nd fl.,?,212-317-2802,?,?
la caridad,2199 broadway,new york city,212-874-2780,?,?
la grenouille,3 e. 52nd st.,?,212-752-1495,?,623
lemongrass grill,61a seventh ave.,?,?,?,?
lombardi's,32 spring st.,?,212-941-7994,pizza,?
marnie's noodle shop,466 hudson st.,?,?,?,626
menchanko-tei,39 w. 55th st.,new york city,?,japanese,627
mitali east-west,296 bleecker st.,?,212-989-1367,indian,?
monsoon (ny),435 amsterdam ave.,new york city,212-580-8686,thai,?
moustache,405 atlantic ave.,brooklyn,718-852-5555,middle eastern,?
nobu,105 hudson st.,new york city,?,japanese,?
one if by land  tibs,17 barrow st.,?,212-228-0822,continental,632
oyster bar,lower level,?,?,seafood,633
palm,837 second ave.,new york city,?,steakhouses,?
palm too,840 second ave.,?,212-697-5198,steakhouses,?
patsy's pizza,19 old fulton st.,brooklyn,?,pizza,636
peter luger steak house,178 broadway,brooklyn,?,steakhouses,637
rose of india,308 e. sixth st.,new york city,212-533-5011,indian,?
sam's noodle shop,411 third ave.,new york city,212-213-2288,chinese,639
sarabeth's,1295 madison ave.,?,?,american,?
sparks steak house,210 e. 46th st.,?,?,steakhouses,?
stick to your ribs,5-16 51st ave.,?,?,bbq,?
sushisay,38 e. 51st st.,new york city,212-755-1780,japanese,643
sylvia's,328 lenox ave.,?,212-996-0660,southern/soul,644
szechuan hunan cottage,1588 york ave.,new york city,212-535-5223,?,?
szechuan kitchen,1460 first ave.,new york city,?,?,646
teresa's,80 montague st.,queens,?,?,647
thai house cafe,151 hudson st.,?,?,thai,648
thailand restaurant,106 bayard st.,new york city,212-349-3132,thai,?
veselka,144 second ave.,?,?,?,650
westside cottage,689 ninth ave.,new york city,?,chinese,?
windows on the world,107th fl.,?,212-524-7000,eclectic,652
wollensky's grill,205 e. 49th st.,new york city,212-753-0444,?,653
yama,122 e. 17th st.,?,212-475-0969,japanese,654
zarela,953 second ave.,?,?,mexican,?
andre's french restaurant,401 s. 6th st.,las vegas,?,french (classic),656
buccaneer bay club,3300 las vegas blvd. s.,las vegas,702-894-7350,continental,657
buzio's in the rio,3700 w. flamingo rd.,?,702-252-7697,?,658
emeril's new orleans fish house,3799 las vegas blvd. s.,?,?,seafood,?
fiore rotisserie & grille,3700 w. flamingo rd.,?,?,?,660
hugo's cellar,202 e. fremont st.,?,702-385-4011,continental,661
madame ching's,3300 las vegas blvd. s.,las vegas,702-894-7111,asian,?
mayflower cuisinier,4750 w. sahara ave.,las vegas,?,?,663
michael's (las vegas),3595 las vegas blvd. s.,las vegas,702-737-7111,continental,?
monte carlo,3145 las vegas blvd. s.,las vegas,?,french (new),?
moongate,3400 las vegas blvd. s.,las vegas,?,chinese,666
morton's of chicago (las vegas),3200 las vegas blvd. s.,las vegas,?,steakhouses,?
nicky blair's,3925 paradise rd.,las vegas,702-792-9900,italian,?
piero's restaurant,355 convention center dr.,?,702-369-2305,italian,?
spago (las vegas),3500 las vegas blvd. s.,?,?,?,670
steakhouse  the,128 e. fremont st.,?,702-382-1600,steakhouses,?
stefano's,129 fremont st.,?,702-385-7111,italian,672
sterling brunch,3645 las vegas blvd. s.,?,?,eclectic,673
tre visi,3799 las vegas blvd. s.,?,702-891-7331,?,?
103 west,103 w. paces ferry rd.,?,404-233-5993,continental,?
alon's at the terrace,659 peachtree st.,?,404-724-0444,?,676
baker's cajun cafe,1134 euclid ave.,atlanta,404-223-5039,cajun/creole,677
barbecue kitchen,1437 virginia ave.,atlanta,404-766-9906,?,678
bistro  the,56 e. andrews dr. nw,?,?,french bistro,?
bobby & june's kountry kitchen,375 14th st.,atlanta,404-876-3872,southern/soul,?
bradshaw's restaurant,2911 s. pharr court,?,404-261-7015,?,681
brookhaven cafe,4274 peachtree rd.,atlanta,404-231-5907,vegetarian,?
cafe sunflower,5975 roswell rd.,atlanta,?,health food,?
canoe,4199 paces ferry rd.,?,?,?,684
carey's,1021 cobb pkwy. se,marietta,?,hamburgers,685
carey's corner,1215 powers ferry rd.,?,770-933-0909,?,?
chops,70 w. paces ferry rd.,?,?,?,687
chopstix,4279 roswell rd.,?,404-255-4868,chinese,688
deacon burton's soulfood restaurant,1029 edgewood ave. se,atlanta,404-523-1929,?,689
eats,600 ponce de leon ave.,atlanta,404-888-9149,?,?
flying biscuit  the,1655 mclendon ave.,?,?,eclectic,691
frijoleros,1031 peachtree st. ne,?,404-892-8226,tex-mex,692
greenwood's,1087 green st.,roswell,770-992-5383,southern/soul,693
harold's barbecue,171 mcdonough blvd.,atlanta,?,?,694
havana sandwich shop,2905 buford hwy.,atlanta,404-636-4094,cuban,?
house of chan,2469 cobb pkwy.,smyrna,?,?,?
indian delights,3675 satellite blvd.,?,100-813-8212,?,?
java jive,790 ponce de leon ave.,?,404-876-6161,coffee shops,?
johnny rockets (at),2970 cobb pkwy.,?,770-955-6068,american,699
kalo's coffee house,1248 clairmont rd.,?,404-325-3733,?,700
la fonda latina,4427 roswell rd.,?,404-303-8201,?,701
lettuce souprise you (at),3525 mall blvd.,duluth,770-418-9969,cafeterias,702
majestic,1031 ponce de leon ave.,atlanta,404-875-0276,diners,?
morton's of chicago (atlanta),303 peachtree st. ne,atlanta,404-577-4366,steakhouses,704
my thai,1248 clairmont rd.,?,?,?,?
nava,3060 peachtree rd.,?,404-240-1984,?,?
nuevo laredo cantina,1495 chattahoochee ave. nw,?,404-352-9009,mexican,?
original pancake house (at),4330 peachtree rd.,?,?,?,708
palm  the (atlanta),3391 peachtree rd. ne,atlanta,404-814-1955,steakhouses,?
rainbow restaurant,2118 n. decatur rd.,?,?,vegetarian,?
ritz-carlton cafe (atlanta),181 peachtree st.,?,?,?,?
riviera,519 e. paces ferry rd.,atlanta,404-262-7112,?,?
silver skillet  the,200 14th st. nw,?,?,?,?
soto,3330 piedmont rd.,atlanta,?,?,?
thelma's kitchen,764 marietta st. nw,atlanta,?,?,715
tortillas,774 ponce de leon ave. ne,?,404-892-0193,?,?
van gogh's restaurant & bar,70 w. crossville rd.,roswell,?,american (new),?
veggieland,220 sandy springs circle,atlanta,404-231-3111,vegetarian,718
white house restaurant,3172 peachtree rd. ne,?,?,diners,719
zab-e-lee,4837 old national hwy.,college park,404-768-2705,?,?
bill's place,2315 clement st.,?,?,hamburgers,721
cafe flore,2298 market st.,?,415-621-8579,californian,722
caffe greco,423 columbus ave.,san francisco,415-397-6261,continental,723
campo santo,240 columbus ave.,?,415-433-9623,mexican,?
cha cha cha's,1805 haight st.,san francisco,415-386-5758,caribbean,?
doidge's,2217 union st.,san francisco,415-921-2149,?,726
dottie's true blue cafe,522 jones st.,?,?,diners,727
dusit thai,3221 mission st.,?,415-826-4639,?,728
ebisu,1283 ninth ave.,san francisco,?,?,?
emerald garden restaurant,1550 california st.,san francisco,?,vietnamese,730
eric's chinese restaurant,1500 church st.,san francisco,415-282-0919,chinese,?
hamburger mary's,1582 folsom st.,?,?,hamburgers,?
kelly's on trinity,333 bush st.,san francisco,415-362-4454,?,?
la cumbre,515 valencia st.,san francisco,?,?,?
la mediterranee,288 noe st.,?,415-431-7210,?,?
la taqueria,2889 mission st.,san francisco,415-285-7117,mexican,736
mario's bohemian cigar store cafe,2209 polk st.,san francisco,?,italian,737
marnee thai,2225 irving st.,san francisco,415-665-9500,?,738
mel's drive-in,3355 geary st.,?,415-387-2244,hamburgers,739
mo's burgers,1322 grant st.,?,415-788-3779,hamburgers,740
phnom penh cambodian restaurant,631 larkin st.,san francisco,?,?,741
roosevelt tamale parlor,2817 24th st.,?,415-550-9213,mexican,742
sally's cafe & bakery,300 de haro st.,?,415-626-6006,american,743
san francisco bbq,1328 18th st.,san francisco,?,?,?
slanted door,584 valencia st.,?,?,vietnamese,?
swan oyster depot,1517 polk st.,?,?,?,746
thep phanom,400 waller st.,san francisco,415-431-2526,?,747
ti couz,3108 16th st.,?,?,?,?
trio cafe,1870 fillmore st.,san francisco,?,american,749
tu lan,8 sixth st.,san francisco,415-626-0927,?,750
vicolo pizzeria,201 ivy st.,san francisco,?,?,?
wa-ha-ka oaxaca mexican grill,2141 polk st.,?,415-775-1055,mexican,?
